comp_id,skater_fullname,skater_nat,gender,bv,num_quads,num_triples,num_doubles,num_jump_errors,num_spin_errors,judge_nat,judge_tes,judge_pcs,judge_total
WC_1617,Evgenia MEDVEDEVA,RUS,F,33.1,0,3,1,0,0,FRA,40.3,37.0,77.3
WC_1617,Kaetlyn OSMOND,CAN,F,32.53,0,3,1,0,0,FRA,39.53,32.8,72.33
WC_1617,Gabrielle DALEMAN,CAN,F,31.83,0,3,1,0,0,FRA,38.33,32.2,70.53
WC_1617,Anna POGORILAYA,RUS,F,32.84,0,3,1,0,0,FRA,36.24,33.8,70.03999999999999
WC_1617,Karen CHEN,USA,F,32.24,0,3,1,0,0,FRA,38.84,30.4,69.24000000000001
WC_1617,Maria SOTSKOVA,RUS,F,33.06,0,3,1,0,0,FRA,35.76,30.4,66.16
WC_1617,Ashley WAGNER,USA,F,31.34,0,3,1,0,0,FRA,34.74,34.2,68.94
WC_1617,Carolina KOSTNER,ITA,F,29.53,0,3,1,0,0,FRA,31.73,35.0,66.73
WC_1617,Wakaba HIGUCHI,JPN,F,33.36,0,3,1,0,0,FRA,35.56,28.8,64.36
WC_1617,Elizabet TURSYNBAEVA,KAZ,F,32.84,0,3,1,0,0,FRA,38.64,30.4,69.03999999999999
WC_1617,Dabin CHOI,KOR,F,32.46,0,3,1,0,0,FRA,34.46,26.0,60.46
WC_1617,Rika HONGO,JPN,F,29.96,0,3,1,1,0,FRA,30.06,26.8,56.86
WC_1617,Mariah BELL,USA,F,31.16,0,3,1,1,0,FRA,32.46,29.4,61.86
WC_1617,Ivett TOTH,HUN,F,31.53,0,3,1,0,0,FRA,34.23,29.4,63.629999999999995
WC_1617,Mai MIHARA,JPN,F,26.43,0,2,2,1,0,FRA,30.63,30.2,60.83
WC_1617,Xiangning LI,CHN,F,30.63,0,3,1,1,0,FRA,33.93,24.8,58.730000000000004
WC_1617,Loena HENDRICKX,BEL,F,28.4,0,2,2,0,0,FRA,29.7,26.2,55.9
WC_1617,Nicole RAJICOVA,SVK,F,29.03,0,2,2,0,0,FRA,30.53,26.4,56.93
WC_1617,Kailani CRAINE,AUS,F,28.34,0,2,2,0,0,FRA,32.04,24.4,56.44
WC_1617,Zijun LI,CHN,F,28.93,0,3,1,1,0,FRA,29.33,27.6,56.93
WC_1617,Angelina KUCHVALSKA,LAT,F,28.13,0,3,1,1,0,FRA,27.23,25.6,52.83
WC_1617,Laurine LECAVELIER,FRA,F,30.34,0,3,1,1,0,FRA,30.44,29.8,60.24
WC_1617,Anastasia GALUSTYAN,ARM,F,28.93,0,2,2,1,0,FRA,30.73,25.4,56.129999999999995
WC_1617,Nicole SCHOTT,GER,F,30.03,0,3,1,0,0,FRA,29.63,25.8,55.43
WC_1617,Shuran YU,SGP,F,28.93,0,3,1,0,0,FRA,29.83,21.2,51.03
WC_1617,Joshi HELGESSON,SWE,F,27.53,0,2,2,0,0,FRA,27.93,26.4,54.33
WC_1617,Helery HAELVIN,EST,F,28.03,0,2,2,0,0,FRA,28.53,24.0,52.53
WC_1617,Amy LIN,TPE,F,27.53,0,2,2,0,0,FRA,28.13,23.4,51.53
WC_1617,Emmi PELTONEN,FIN,F,22.9,0,2,1,1,0,FRA,24.5,24.2,48.7
WC_1617,Isadora WILLIAMS,BRA,F,27.9,0,2,2,0,0,FRA,29.1,23.6,52.7
WC_1617,Kerstin FRANK,AUT,F,27.36,0,2,2,0,0,FRA,28.86,23.2,52.06
WC_1617,Natasha MCKAY,GBR,F,23.6,0,2,2,0,0,FRA,25.6,22.0,47.6
WC_1617,Yasmine Kimiko YAMADA,SUI,F,27.39,0,3,1,1,0,FRA,26.09,20.6,46.69
WC_1617,Anne Line GJERSEM,NOR,F,28.23,0,3,1,1,0,FRA,26.23,20.6,46.83
WC_1617,Anna KHNYCHENKOVA,UKR,F,28.6,0,2,2,0,0,FRA,26.3,21.0,47.3
WC_1617,Dasa GRM,SLO,F,25.96,0,2,2,1,0,FRA,25.26,22.2,47.46
WC_1617,Michaela-Lucie HANZLIKOVA,CZE,F,20.03,0,2,1,3,0,FRA,16.83,20.6,37.43
WC_1617,Evgenia MEDVEDEVA,RUS,F,62.33,0,7,4,0,0,LAT,79.43,76.8,156.23000000000002
WC_1617,Kaetlyn OSMOND,CAN,F,57.89,0,6,5,0,0,LAT,73.29,72.0,145.29000000000002
WC_1617,Gabrielle DALEMAN,CAN,F,59.78,0,7,4,0,0,LAT,73.38,70.8,144.18
WC_1617,Mai MIHARA,JPN,F,63.02,0,7,4,0,0,LAT,75.62,61.2,136.82
WC_1617,Carolina KOSTNER,ITA,F,51.16,0,5,4,0,0,LAT,62.36,74.0,136.36
WC_1617,Karen CHEN,USA,F,59.05,0,7,3,1,0,LAT,66.45,60.4,126.85
WC_1617,Dabin CHOI,KOR,F,61.99,0,7,4,0,0,LAT,68.19,54.0,122.19
WC_1617,Elizabet TURSYNBAEVA,KAZ,F,62.82,0,7,4,0,0,LAT,69.92,58.4,128.32
WC_1617,Mariah BELL,USA,F,59.0,0,6,4,0,0,LAT,65.9,58.4,124.30000000000001
WC_1617,Ashley WAGNER,USA,F,52.87,0,6,3,3,0,LAT,57.77,66.4,124.17000000000002
WC_1617,Maria SOTSKOVA,RUS,F,52.79,0,6,4,2,0,LAT,59.99,67.6,127.59
WC_1617,Wakaba HIGUCHI,JPN,F,55.04,0,6,5,1,0,LAT,61.24,59.2,120.44
WC_1617,Xiangning LI,CHN,F,58.7,0,7,3,1,0,LAT,62.4,53.2,115.6
WC_1617,Loena HENDRICKX,BEL,F,51.27,0,5,4,0,0,LAT,58.47,55.6,114.07
WC_1617,Anna POGORILAYA,RUS,F,53.89,0,6,2,1,0,LAT,52.39,60.4,112.78999999999999
WC_1617,Nicole RAJICOVA,SVK,F,52.58,0,6,4,1,0,LAT,57.68,54.4,112.08
WC_1617,Laurine LECAVELIER,FRA,F,55.48,0,7,3,1,0,LAT,55.58,53.6,109.18
WC_1617,Rika HONGO,JPN,F,51.74,0,6,5,3,0,LAT,52.74,57.2,109.94
WC_1617,Nicole SCHOTT,GER,F,47.03,0,4,6,0,0,LAT,52.33,53.6,105.93
WC_1617,Zijun LI,CHN,F,53.76,0,7,2,2,0,LAT,55.26,53.2,108.46000000000001
WC_1617,Ivett TOTH,HUN,F,44.59,0,5,3,1,0,LAT,47.79,54.8,102.59
WC_1617,Angelina KUCHVALSKA,LAT,F,47.71,0,5,4,1,0,LAT,51.61,57.2,108.81
WC_1617,Anastasia GALUSTYAN,ARM,F,49.57,0,5,5,3,0,LAT,50.47,48.4,98.87
WC_1617,Kailani CRAINE,AUS,F,48.4,0,5,4,2,0,LAT,49.9,50.8,100.69999999999999
WC_1617,Javier FERNANDEZ,ESP,M,47.75,2,2,0,0,0,ISR,61.35,48.0,109.35
WC_1617,Shoma UNO,JPN,M,49.85,2,2,0,0,0,ISR,58.75,45.25,104.0
WC_1617,Patrick CHAN,CAN,M,42.9,1,3,0,0,0,ISR,53.9,47.0,100.9
WC_1617,Boyang JIN,CHN,M,50.73,2,2,0,0,0,ISR,56.73,39.0,95.72999999999999
WC_1617,Yuzuru HANYU,JPN,M,45.45,2,1,1,2,0,ISR,54.65,47.0,101.65
WC_1617,Nathan CHEN,USA,M,52.15,2,2,0,0,0,ISR,55.15,42.0,97.15
WC_1617,Mikhail KOLYADA,RUS,M,42.7,1,3,0,0,0,ISR,49.6,42.5,92.1
WC_1617,Jason BROWN,USA,M,38.3,0,4,0,0,0,ISR,47.3,44.5,91.8
WC_1617,Denis TEN,KAZ,M,43.55,1,3,0,0,0,ISR,48.15,42.75,90.9
WC_1617,Maxim KOVTUN,RUS,M,47.45,2,2,0,0,0,ISR,47.95,40.75,88.7
WC_1617,Alexei BYCHENKO,ISR,M,41.26,1,3,0,0,0,ISR,47.96,42.0,89.96000000000001
WC_1617,Kevin REYNOLDS,CAN,M,45.6,2,2,0,0,0,ISR,44.7,34.5,79.2
WC_1617,Brendan KERRY,AUS,M,42.95,1,3,0,0,0,ISR,47.15,35.0,82.15
WC_1617,Deniss VASILJEVS,LAT,M,38.23,0,4,0,0,0,ISR,40.93,38.75,79.68
WC_1617,Michal BREZINA,CZE,M,36.8,0,4,0,0,0,ISR,37.9,39.0,76.9
WC_1617,Misha GE,UZB,M,37.83,0,4,0,1,0,ISR,40.53,37.75,78.28
WC_1617,Chafik BESSEGHIER,FRA,M,39.7,1,2,1,0,0,ISR,40.7,35.75,76.45
WC_1617,Alexander MAJOROV,SWE,M,40.76,1,3,0,0,0,ISR,40.26,34.75,75.00999999999999
WC_1617,Moris KVITELASHVILI,GEO,M,38.43,1,2,1,0,0,ISR,41.63,34.5,76.13
WC_1617,Paul FENTZ,GER,M,39.3,1,2,1,0,0,ISR,38.6,31.5,70.1
WC_1617,Jorik HENDRICKX,BEL,M,34.24,0,3,1,0,0,ISR,35.14,37.0,72.14
WC_1617,Keiji TANAKA,JPN,M,40.16,1,3,0,1,0,ISR,36.26,36.75,73.00999999999999
WC_1617,Julian Zhi Jie YEE,MAS,M,37.7,0,4,0,0,0,ISR,39.4,29.75,69.15
WC_1617,Michael Christian MARTINEZ,PHI,M,35.11,0,4,0,0,0,ISR,36.81,31.5,68.31
WC_1617,Ivan PAVLOV,UKR,M,36.93,0,4,0,0,0,ISR,37.43,30.0,67.43
WC_1617,Jinseo KIM,KOR,M,37.41,0,4,0,0,0,ISR,36.71,26.0,62.71
WC_1617,Javier RAYA,ESP,M,37.3,0,4,0,0,0,ISR,34.7,33.0,67.7
WC_1617,Stephane WALKER,SUI,M,35.63,0,4,0,1,0,ISR,34.03,29.75,63.78
WC_1617,Igor REZNICHENKO,POL,M,40.93,1,3,0,1,0,ISR,36.33,31.25,67.58
WC_1617,Matteo RIZZO,ITA,M,34.0,0,4,0,1,0,ISR,29.9,30.75,60.65
WC_1617,Graham NEWBERRY,GBR,M,35.94,0,4,0,0,1,ISR,34.64,29.75,64.39
WC_1617,Chih-I TSAO,TPE,M,37.7,0,4,0,1,0,ISR,34.1,26.0,60.1
WC_1617,Valtter VIRTANEN,FIN,M,35.26,1,2,1,0,0,ISR,30.36,28.5,58.86
WC_1617,Nicholas VRDOLJAK,CRO,M,32.43,0,3,1,0,0,ISR,32.23,25.75,57.98
WC_1617,Slavik HAYRAPETYAN,ARM,M,32.34,0,3,0,1,0,ISR,30.74,26.25,56.989999999999995
WC_1617,Larry LOUPOLOVER,AZE,M,22.93,1,1,1,3,0,ISR,18.43,24.0,42.43
WC_1617,Yuzuru HANYU,JPN,M,103.43,4,6,1,0,0,ESP,122.93,94.5,217.43
WC_1617,Shoma UNO,JPN,M,104.74,4,6,1,1,0,ESP,116.14,89.5,205.64
WC_1617,Boyang JIN,CHN,M,103.7,4,6,1,0,0,ESP,115.7,76.0,191.7
WC_1617,Nathan CHEN,USA,M,112.87,6,3,3,0,0,ESP,111.57,79.5,191.07
WC_1617,Patrick CHAN,CAN,M,87.15,3,6,2,1,0,ESP,96.75,95.0,191.75
WC_1617,Javier FERNANDEZ,ESP,M,91.39,3,6,2,0,0,ESP,101.39,96.5,197.89
WC_1617,Jason BROWN,USA,M,77.71,1,7,3,1,0,ESP,91.31,93.5,184.81
WC_1617,Kevin REYNOLDS,CAN,M,88.54,4,6,1,3,0,ESP,89.44,77.5,166.94
WC_1617,Mikhail KOLYADA,RUS,M,77.47,2,5,2,0,0,ESP,79.77,76.0,155.76999999999998
WC_1617,Misha GE,UZB,M,75.03,0,8,3,1,0,ESP,84.43,78.5,162.93
WC_1617,Moris KVITELASHVILI,GEO,M,84.24,3,5,3,0,0,ESP,92.84,70.5,163.34
WC_1617,Alexei BYCHENKO,ISR,M,83.12,2,7,1,1,0,ESP,84.32,71.5,155.82
WC_1617,Deniss VASILJEVS,LAT,M,71.29,0,8,3,1,0,ESP,81.49,79.5,160.99
WC_1617,Maxim KOVTUN,RUS,M,72.08,2,4,5,1,0,ESP,78.38,76.0,154.38
WC_1617,Brendan KERRY,AUS,M,77.87,1,8,1,1,0,ESP,81.37,71.0,152.37
WC_1617,Chafik BESSEGHIER,FRA,M,82.54,2,6,4,0,0,ESP,82.84,64.0,146.84
WC_1617,Keiji TANAKA,JPN,M,74.2,2,6,2,1,1,ESP,79.8,75.5,155.3
WC_1617,Michal BREZINA,CZE,M,66.69,1,5,4,0,0,ESP,71.39,76.0,147.39
WC_1617,Julian Zhi Jie YEE,MAS,M,70.52,0,8,3,0,0,ESP,76.42,75.5,151.92000000000002
WC_1617,Denis TEN,KAZ,M,72.05,1,7,2,1,0,ESP,66.55,73.5,140.05
WC_1617,Paul FENTZ,GER,M,73.63,2,6,2,2,0,ESP,79.83,76.5,156.32999999999998
WC_1617,Jorik HENDRICKX,BEL,M,68.99,0,8,3,1,0,ESP,75.29,66.0,141.29000000000002
WC_1617,Alexander MAJOROV,SWE,M,57.68,0,5,6,1,0,ESP,61.68,66.5,128.18
WC_1617,Michael Christian MARTINEZ,PHI,M,69.15,0,8,3,1,0,ESP,66.45,62.0,128.45
4CC_1617,Gabrielle DALEMAN,CAN,F,32.13,0,3,1,0,0,UZB,36.73,31.4,68.13
4CC_1617,Kaetlyn OSMOND,CAN,F,32.53,0,3,1,1,0,UZB,35.83,33.0,68.83
4CC_1617,Elizabet TURSYNBAEVA,KAZ,F,32.84,0,3,1,0,0,UZB,38.84,31.2,70.04
4CC_1617,Mai MIHARA,JPN,F,32.26,0,3,1,0,0,UZB,37.86,29.0,66.86
4CC_1617,Mirai NAGASU,USA,F,29.89,0,3,1,1,0,UZB,31.99,30.8,62.79
4CC_1617,Dabin CHOI,KOR,F,32.46,0,3,1,0,0,UZB,36.86,27.4,64.25999999999999
4CC_1617,Mariah BELL,USA,F,28.96,0,2,2,0,0,UZB,32.16,29.6,61.76
4CC_1617,Zijun LI,CHN,F,29.03,0,3,1,1,0,UZB,31.33,29.4,60.73
4CC_1617,Rika HONGO,JPN,F,28.43,0,2,2,2,0,UZB,28.53,29.0,57.53
4CC_1617,Wakaba HIGUCHI,JPN,F,32.46,0,3,1,1,0,UZB,31.86,29.2,61.06
4CC_1617,Xiangning LI,CHN,F,31.93,0,3,1,0,0,UZB,32.63,25.8,58.43000000000001
4CC_1617,Karen CHEN,USA,F,24.51,0,2,2,1,0,UZB,25.51,29.8,55.31
4CC_1617,Kailani CRAINE,AUS,F,27.94,0,2,2,0,0,UZB,31.64,24.6,56.24
4CC_1617,Alaine CHARTRAND,CAN,F,27.94,0,2,1,1,0,UZB,26.94,28.6,55.540000000000006
4CC_1617,Ziquan ZHAO,CHN,F,27.59,0,3,1,2,0,UZB,27.29,24.4,51.69
4CC_1617,Brooklee HAN,AUS,F,26.23,0,2,2,2,0,UZB,25.93,24.2,50.129999999999995
4CC_1617,Nahyun KIM,KOR,F,24.44,0,2,2,2,0,UZB,22.94,25.0,47.94
4CC_1617,Amy LIN,TPE,F,23.93,0,2,2,1,0,UZB,22.23,24.4,46.629999999999995
4CC_1617,Maisy Hiu Ching MA,HKG,F,25.03,0,2,1,1,0,UZB,24.03,23.8,47.83
4CC_1617,Shuran YU,SGP,F,21.23,0,1,3,1,0,UZB,22.23,22.8,45.03
4CC_1617,Chloe ING,SGP,F,23.66,0,2,1,3,0,UZB,22.16,21.8,43.96
4CC_1617,Suh Hyun SON,KOR,F,22.6,0,2,1,3,0,UZB,19.6,20.6,40.2
4CC_1617,Michaela DU TOIT,RSA,F,19.33,0,2,1,3,0,UZB,17.03,20.4,37.43
4CC_1617,Mai MIHARA,JPN,F,62.52,0,7,4,0,0,CAN,73.52,63.6,137.12
4CC_1617,Mirai NAGASU,USA,F,60.77,0,7,4,0,0,CAN,68.47,60.8,129.26999999999998
4CC_1617,Gabrielle DALEMAN,CAN,F,55.32,0,6,4,0,0,CAN,62.42,66.8,129.22
4CC_1617,Dabin CHOI,KOR,F,59.14,0,7,4,2,0,CAN,60.84,57.2,118.04
4CC_1617,Zijun LI,CHN,F,59.24,0,7,4,1,0,CAN,59.54,52.8,112.34
4CC_1617,Kaetlyn OSMOND,CAN,F,54.26,0,7,1,2,0,CAN,55.16,65.2,120.36
4CC_1617,Mariah BELL,USA,F,58.09,0,6,4,2,0,CAN,58.49,62.8,121.28999999999999
4CC_1617,Alaine CHARTRAND,CAN,F,57.13,0,7,3,3,0,CAN,56.73,54.8,111.53
4CC_1617,Wakaba HIGUCHI,JPN,F,52.13,0,5,5,1,0,CAN,55.33,54.8,110.13
4CC_1617,Karen CHEN,USA,F,48.64,0,5,4,3,0,CAN,51.44,60.8,112.24
4CC_1617,Elizabet TURSYNBAEVA,KAZ,F,51.94,0,6,2,1,0,CAN,51.34,58.0,109.34
4CC_1617,Xiangning LI,CHN,F,55.53,0,6,4,2,0,CAN,59.93,54.0,113.93
4CC_1617,Rika HONGO,JPN,F,50.11,0,7,3,5,0,CAN,49.51,59.2,108.71000000000001
4CC_1617,Brooklee HAN,AUS,F,51.97,0,6,5,2,0,CAN,54.07,51.2,105.27000000000001
4CC_1617,Ziquan ZHAO,CHN,F,53.06,0,6,4,1,0,CAN,51.36,44.0,95.36
4CC_1617,Suh Hyun SON,KOR,F,50.66,0,6,4,5,0,CAN,42.26,39.2,81.46000000000001
4CC_1617,Kailani CRAINE,AUS,F,36.79,0,5,3,6,0,CAN,36.09,47.6,83.69
4CC_1617,Maisy Hiu Ching MA,HKG,F,42.39,0,4,5,2,0,CAN,40.59,43.2,83.79
4CC_1617,Amy LIN,TPE,F,33.34,0,3,2,1,0,CAN,34.04,45.6,79.64
4CC_1617,Chloe ING,SGP,F,43.71,0,3,8,4,0,CAN,38.51,45.2,83.71000000000001
4CC_1617,Shuran YU,SGP,F,40.53,0,3,6,1,1,CAN,35.73,40.8,76.53
4CC_1617,Nathan CHEN,USA,M,53.15,2,2,0,0,0,TWN,62.75,46.75,109.5
4CC_1617,Shoma UNO,JPN,M,49.85,2,2,0,0,0,TWN,55.05,43.5,98.55
4CC_1617,Yuzuru HANYU,JPN,M,39.55,1,2,1,0,0,TWN,49.75,48.5,98.25
4CC_1617,Boyang JIN,CHN,M,50.53,2,2,0,0,0,TWN,50.43,38.5,88.93
4CC_1617,Patrick CHAN,CAN,M,41.43,1,3,0,1,0,TWN,43.63,48.25,91.88
4CC_1617,Han YAN,CHN,M,40.68,1,3,0,0,0,TWN,42.88,37.75,80.63
4CC_1617,Grant HOCHSTEIN,USA,M,39.3,1,2,1,0,0,TWN,43.5,41.75,85.25
4CC_1617,Misha GE,UZB,M,37.33,0,4,0,1,0,TWN,39.53,36.75,76.28
4CC_1617,Jason BROWN,USA,M,36.32,0,4,0,1,0,TWN,38.12,43.0,81.12
4CC_1617,Brendan KERRY,AUS,M,42.75,1,3,0,0,0,TWN,43.95,30.75,74.7
4CC_1617,Keiji TANAKA,JPN,M,35.56,0,4,0,0,0,TWN,39.96,40.5,80.46000000000001
4CC_1617,Kevin REYNOLDS,CAN,M,38.9,2,2,0,2,0,TWN,38.7,38.5,77.2
4CC_1617,Nam NGUYEN,CAN,M,39.49,2,2,0,3,0,TWN,37.09,36.0,73.09
4CC_1617,Michael Christian MARTINEZ,PHI,M,36.0,0,4,0,0,0,TWN,35.2,35.0,70.2
4CC_1617,Julian Zhi Jie YEE,MAS,M,37.7,0,4,0,0,0,TWN,38.9,32.25,71.15
4CC_1617,June Hyoung LEE,KOR,M,33.46,0,3,1,0,0,TWN,34.26,30.75,65.00999999999999
4CC_1617,Sihyeong LEE,KOR,M,32.04,0,3,1,0,0,TWN,33.24,27.25,60.49
4CC_1617,Jinseo KIM,KOR,M,31.4,0,3,0,1,0,TWN,31.6,31.75,63.35
4CC_1617,Andrew DODDS,AUS,M,27.6,0,2,2,0,0,TWN,27.8,32.0,59.8
4CC_1617,Mark WEBSTER,AUS,M,34.23,0,4,0,0,0,TWN,29.83,24.25,54.08
4CC_1617,Leslie Man Cheuk IP,HKG,M,27.61,0,2,2,0,0,TWN,28.11,23.75,51.86
4CC_1617,Chih-I TSAO,TPE,M,30.26,0,4,0,2,1,TWN,24.26,29.25,53.510000000000005
4CC_1617,Kai Xiang CHEW,MAS,M,29.43,0,3,1,1,0,TWN,25.53,22.0,47.53
4CC_1617,Micah TANG,TPE,M,26.21,0,2,2,0,0,TWN,24.81,22.25,47.06
4CC_1617,Harry Hau Yin LEE,HKG,M,26.36,0,2,1,1,0,TWN,22.06,24.5,46.56
4CC_1617,Harrison Jon-Yen WONG,HKG,M,23.23,0,2,2,1,0,TWN,22.33,23.75,46.08
4CC_1617,Yuzuru HANYU,JPN,M,93.2,4,4,2,0,0,AUS,105.9,92.0,197.9
4CC_1617,Nathan CHEN,USA,M,106.48,5,4,3,1,0,AUS,109.88,89.0,198.88
4CC_1617,Shoma UNO,JPN,M,91.23,4,4,1,1,0,AUS,91.63,85.5,177.13
4CC_1617,Patrick CHAN,CAN,M,85.73,3,6,2,2,0,AUS,84.33,90.5,174.82999999999998
4CC_1617,Boyang JIN,CHN,M,106.18,5,5,1,1,0,AUS,92.88,77.0,169.88
4CC_1617,Jason BROWN,USA,M,70.04,0,7,3,2,0,AUS,75.04,84.5,159.54000000000002
4CC_1617,Nam NGUYEN,CAN,M,90.31,3,6,3,1,0,AUS,88.91,69.0,157.91
4CC_1617,Misha GE,UZB,M,73.73,0,8,3,0,0,AUS,78.03,79.0,157.03
4CC_1617,Grant HOCHSTEIN,USA,M,76.4,2,6,2,0,0,AUS,74.8,82.0,156.8
4CC_1617,Han YAN,CHN,M,74.42,2,6,1,0,0,AUS,68.92,76.0,144.92000000000002
4CC_1617,Brendan KERRY,AUS,M,78.14,1,8,2,0,0,AUS,76.04,73.5,149.54000000000002
4CC_1617,Kevin REYNOLDS,CAN,M,76.15,3,7,0,5,0,AUS,70.75,74.5,145.25
4CC_1617,Keiji TANAKA,JPN,M,63.52,0,6,5,0,0,AUS,65.82,73.0,138.82
4CC_1617,Michael Christian MARTINEZ,PHI,M,69.65,0,8,2,0,1,AUS,67.05,72.5,139.55
4CC_1617,Jinseo KIM,KOR,M,68.95,1,7,2,3,0,AUS,62.25,76.0,138.25
4CC_1617,Julian Zhi Jie YEE,MAS,M,66.97,0,8,4,2,0,AUS,59.17,68.5,127.67
4CC_1617,Sihyeong LEE,KOR,M,61.85,0,7,5,1,0,AUS,61.95,73.5,135.45
4CC_1617,June Hyoung LEE,KOR,M,61.94,0,8,4,3,1,AUS,53.74,69.5,123.24000000000001
4CC_1617,Chih-I TSAO,TPE,M,68.04,0,8,4,0,0,AUS,62.94,53.5,116.44
4CC_1617,Mark WEBSTER,AUS,M,57.91,0,6,5,1,0,AUS,48.61,43.5,92.11
4CC_1617,Andrew DODDS,AUS,M,52.6,0,5,6,1,0,AUS,46.7,53.5,100.2
4CC_1617,Leslie Man Cheuk IP,HKG,M,58.8,0,7,5,3,0,AUS,49.9,45.0,94.9
4CC_1617,Kai Xiang CHEW,MAS,M,50.89,0,6,4,3,0,AUS,46.29,41.0,87.28999999999999
4CC_1617,Micah TANG,TPE,M,50.94,0,6,5,1,0,AUS,44.64,40.5,85.14
EC_1617,Evgenia MEDVEDEVA,RUS,F,33.1,0,3,1,0,0,LAT,43.4,37.2,80.6
EC_1617,Anna POGORILAYA,RUS,F,32.84,0,3,1,0,0,LAT,40.54,35.6,76.14
EC_1617,Carolina KOSTNER,ITA,F,29.83,0,3,1,0,0,LAT,37.23,37.2,74.43
EC_1617,Maria SOTSKOVA,RUS,F,33.06,0,3,1,0,0,LAT,39.56,32.8,72.36
EC_1617,Laurine LECAVELIER,FRA,F,32.24,0,3,1,0,0,LAT,36.14,28.2,64.34
EC_1617,Ivett TOTH,HUN,F,31.53,0,3,1,0,0,LAT,36.13,27.8,63.93000000000001
EC_1617,Nicole RAJICOVA,SVK,F,29.83,0,2,2,0,0,LAT,34.23,28.0,62.23
EC_1617,Roberta RODEGHIERO,ITA,F,30.63,0,3,1,0,0,LAT,31.53,25.6,57.13
EC_1617,Nicole SCHOTT,GER,F,30.03,0,3,1,0,0,LAT,32.03,23.8,55.83
EC_1617,Anastasia GALUSTYAN,ARM,F,29.43,0,3,1,1,0,LAT,30.43,26.0,56.43
EC_1617,Loena HENDRICKX,BEL,F,28.4,0,2,2,1,0,LAT,30.5,25.2,55.7
EC_1617,Mae Berenice MEITE,FRA,F,31.73,0,3,1,0,0,LAT,30.63,24.6,55.230000000000004
EC_1617,Joshi HELGESSON,SWE,F,26.13,0,2,2,1,0,LAT,27.23,28.8,56.03
EC_1617,Emmi PELTONEN,FIN,F,26.2,0,2,2,0,0,LAT,27.0,25.4,52.4
EC_1617,Michaela-Lucie HANZLIKOVA,CZE,F,29.63,0,3,1,0,0,LAT,30.83,21.0,51.83
EC_1617,Helery HAELVIN,EST,F,27.33,0,2,2,0,0,LAT,28.53,21.8,50.33
EC_1617,Kerstin FRANK,AUT,F,26.77,0,2,2,0,0,LAT,30.87,24.8,55.67
EC_1617,Matilda ALGOTSSON,SWE,F,28.4,0,2,2,1,0,LAT,29.5,25.2,54.7
EC_1617,Viveca LINDFORS,FIN,F,29.53,0,3,1,2,0,LAT,28.73,23.8,52.53
EC_1617,Angelina KUCHVALSKA,LAT,F,27.03,0,2,2,0,0,LAT,24.83,27.0,51.83
EC_1617,Anna KHNYCHENKOVA,UKR,F,31.3,0,3,1,0,0,LAT,28.9,19.2,48.099999999999994
EC_1617,Nathalie WEINZIERL,GER,F,24.73,0,2,2,2,0,LAT,23.13,24.8,47.93
EC_1617,Anne Line GJERSEM,NOR,F,26.43,0,2,2,0,0,LAT,26.43,21.2,47.629999999999995
EC_1617,Natasha MCKAY,GBR,F,24.4,0,2,2,1,0,LAT,24.2,20.2,44.4
EC_1617,Julia SAUTER,ROU,F,25.73,0,2,2,0,0,LAT,24.83,20.6,45.43
EC_1617,Dasa GRM,SLO,F,24.83,0,2,1,2,0,LAT,22.33,22.0,44.33
EC_1617,Yasmine Kimiko YAMADA,SUI,F,26.33,0,3,1,1,0,LAT,22.83,21.4,44.23
EC_1617,Elzbieta KROPA,LTU,F,27.23,0,3,1,0,0,LAT,24.93,19.2,44.129999999999995
EC_1617,Antonina DUBININA,SRB,F,25.6,0,3,1,2,0,LAT,23.1,18.2,41.3
EC_1617,Colette Coco KAMINSKI,POL,F,25.13,0,2,2,0,0,LAT,22.03,18.0,40.03
EC_1617,Aimee BUCHANAN,ISR,F,22.77,0,2,2,2,0,LAT,21.57,18.6,40.17
EC_1617,Birce ATABEY,TUR,F,20.0,0,2,1,2,0,LAT,18.3,15.2,33.5
EC_1617,Valentina MATOS,ESP,F,22.73,0,2,1,1,0,LAT,17.93,15.6,33.53
EC_1617,Hristina VASSILEVA,BUL,F,10.3,0,0,2,3,0,LAT,8.5,14.2,22.7
EC_1617,Evgenia MEDVEDEVA,RUS,F,61.24,0,8,4,3,0,BGR,75.84,76.0,151.84
EC_1617,Carolina KOSTNER,ITA,F,55.5,0,6,5,1,0,BGR,62.9,74.0,136.9
EC_1617,Anna POGORILAYA,RUS,F,61.77,0,7,3,2,0,BGR,66.17,68.4,134.57
EC_1617,Laurine LECAVELIER,FRA,F,59.76,0,7,3,0,0,BGR,62.96,56.8,119.75999999999999
EC_1617,Maria SOTSKOVA,RUS,F,57.69,0,7,3,3,0,BGR,57.89,61.2,119.09
EC_1617,Nicole RAJICOVA,SVK,F,56.82,0,6,5,1,0,BGR,58.92,57.6,116.52000000000001
EC_1617,Loena HENDRICKX,BEL,F,55.32,0,5,6,0,0,BGR,60.22,57.2,117.42
EC_1617,Ivett TOTH,HUN,F,52.07,0,6,3,1,0,BGR,54.07,58.0,112.07
EC_1617,Emmi PELTONEN,FIN,F,49.02,0,5,5,0,0,BGR,51.42,55.6,107.02000000000001
EC_1617,Nicole SCHOTT,GER,F,46.71,0,5,4,0,0,BGR,47.31,54.4,101.71000000000001
