element,comp_id,skater_fullname,event,bv,goe,edge_call,underrotated,downgraded,invalid,other_error,num_jump_errors,num_quads,num_triples,num_doubles,date
2A+1Lo+3S,GPFRA_1718,Moris KVITELASHVILI,MEN_FS,9.02,-0.10,0,0,0,0,0,0,0,1,1,2017-11-17
3A+3T,GPFRA_1718,Kevin AYMOZ,MEN_FS,11.50,-1.71,0,1,0,0,0,1,0,2,0,2017-11-17
3A,GPFRA_1718,Kevin AYMOZ,MEN_FS,8.50,-1.86,0,0,0,0,0,0,0,1,0,2017-11-17
3Lz,GPFRA_1718,Kevin AYMOZ,MEN_FS,6.00,-0.70,0,0,0,0,0,0,0,1,0,2017-11-17
3Lz+2T,GPFRA_1718,Kevin AYMOZ,MEN_FS,7.30,0.00,0,0,0,0,0,0,0,1,1,2017-11-17
2A,GPFRA_1718,Kevin AYMOZ,MEN_FS,3.30,0.79,0,0,0,0,0,0,0,0,1,2017-11-17
3F,GPFRA_1718,Kevin AYMOZ,MEN_FS,5.83,0.00,0,0,0,0,1,1,0,1,0,2017-11-17
3Lo,GPFRA_1718,Kevin AYMOZ,MEN_FS,5.61,0.50,0,0,0,0,0,0,0,1,0,2017-11-17
3S+2Lo+2Lo,GPFRA_1718,Kevin AYMOZ,MEN_FS,8.80,-0.90,0,0,0,0,0,0,0,1,2,2017-11-17
4S,GPFRA_1718,Denis TEN,MEN_FS,10.50,-1.20,0,0,0,0,0,0,1,0,0,2017-11-17
4T,GPFRA_1718,Denis TEN,MEN_FS,10.30,-4.00,0,0,0,0,0,0,1,0,0,2017-11-17
3A,GPFRA_1718,Denis TEN,MEN_FS,8.50,-1.43,0,0,0,0,0,0,0,1,0,2017-11-17
3A,GPFRA_1718,Denis TEN,MEN_FS,6.55,-3.00,0,0,0,0,1,1,0,1,0,2017-11-17
2F,GPFRA_1718,Denis TEN,MEN_FS,2.09,-0.04,0,0,0,0,0,0,0,0,1,2017-11-17
3Lo,GPFRA_1718,Denis TEN,MEN_FS,5.61,0.00,0,0,0,0,0,0,0,1,0,2017-11-17
3T,GPFRA_1718,Denis TEN,MEN_FS,4.73,0.70,0,0,0,0,0,0,0,1,0,2017-11-17
2A,GPFRA_1718,Denis TEN,MEN_FS,3.63,0.50,0,0,0,0,0,0,0,0,1,2017-11-17
4T+2T,GPFRA_1718,Romain PONSART,MEN_FS,11.60,0.86,0,0,0,0,0,0,1,0,1,2017-11-17
3A,GPFRA_1718,Romain PONSART,MEN_FS,8.50,-2.00,0,0,0,0,0,0,0,1,0,2017-11-17
2T,GPFRA_1718,Romain PONSART,MEN_FS,1.43,0.09,0,0,0,0,0,0,0,0,1,2017-11-17
1A,GPFRA_1718,Romain PONSART,MEN_FS,1.21,-0.03,0,0,0,0,0,0,0,0,0,2017-11-17
3Lo,GPFRA_1718,Romain PONSART,MEN_FS,5.61,0.20,0,0,0,0,0,0,0,1,0,2017-11-17
3Lz+1Lo+2S,GPFRA_1718,Romain PONSART,MEN_FS,8.58,0.40,0,0,0,0,0,0,0,1,1,2017-11-17
3S,GPFRA_1718,Romain PONSART,MEN_FS,4.84,0.80,0,0,0,0,0,0,0,1,0,2017-11-17
2A,GPFRA_1718,Romain PONSART,MEN_FS,3.63,0.43,0,0,0,0,0,0,0,0,1,2017-11-17
3F+2T,GPFRA_1718,Kaetlyn OSMOND,LADIES_SP,6.60,0.40,0,0,0,0,0,0,0,1,1,2017-11-17
3Lz,GPFRA_1718,Kaetlyn OSMOND,LADIES_SP,6.00,-0.60,0,0,0,0,0,0,0,1,0,2017-11-17
2A,GPFRA_1718,Kaetlyn OSMOND,LADIES_SP,3.63,1.00,0,0,0,0,0,0,0,0,1,2017-11-17
3Lz+3T,GPFRA_1718,Maria SOTSKOVA,LADIES_SP,10.30,1.20,0,0,0,0,0,0,0,2,0,2017-11-17
3F,GPFRA_1718,Maria SOTSKOVA,LADIES_SP,5.83,-1.20,0,0,0,0,0,0,0,1,0,2017-11-17
2A,GPFRA_1718,Maria SOTSKOVA,LADIES_SP,3.63,0.57,0,0,0,0,0,0,0,0,1,2017-11-17
3Lz+3T,GPFRA_1718,Yuna SHIRAIWA,LADIES_SP,10.30,0.80,0,0,0,0,0,0,0,2,0,2017-11-17
2A,GPFRA_1718,Yuna SHIRAIWA,LADIES_SP,3.63,0.50,0,0,0,0,0,0,0,0,1,2017-11-17
3F,GPFRA_1718,Yuna SHIRAIWA,LADIES_SP,5.83,0.50,0,0,0,0,0,0,0,1,0,2017-11-17
3Lz+3T,GPFRA_1718,Mai MIHARA,LADIES_SP,7.30,-1.90,0,0,1,0,0,1,0,2,0,2017-11-17
2A,GPFRA_1718,Mai MIHARA,LADIES_SP,3.63,0.71,0,0,0,0,0,0,0,0,1,2017-11-17
3F,GPFRA_1718,Mai MIHARA,LADIES_SP,5.83,1.00,0,0,0,0,0,0,0,1,0,2017-11-17
3Lz,GPFRA_1718,Alina ZAGITOVA,LADIES_SP,4.62,-2.10,0,1,0,0,0,1,0,1,0,2017-11-17
3F+3Lo,GPFRA_1718,Alina ZAGITOVA,LADIES_SP,9.79,-1.90,0,1,0,0,0,1,0,2,0,2017-11-17
2A,GPFRA_1718,Alina ZAGITOVA,LADIES_SP,3.63,0.50,0,0,0,0,0,0,0,0,1,2017-11-17
1Lz,GPFRA_1718,Elizabet TURSYNBAEVA,LADIES_SP,0.00,0.00,0,0,0,1,0,1,0,0,0,2017-11-17
3S+3T,GPFRA_1718,Elizabet TURSYNBAEVA,LADIES_SP,9.57,1.20,0,0,0,0,0,0,0,2,0,2017-11-17
2A,GPFRA_1718,Elizabet TURSYNBAEVA,LADIES_SP,3.63,0.71,0,0,0,0,0,0,0,0,1,2017-11-17
3Lz+3T,GPFRA_1718,Laurine LECAVELIER,LADIES_SP,9.00,-2.00,0,1,0,0,0,1,0,2,0,2017-11-17
3F,GPFRA_1718,Laurine LECAVELIER,LADIES_SP,5.83,0.50,0,0,0,0,0,0,0,1,0,2017-11-17
2A,GPFRA_1718,Laurine LECAVELIER,LADIES_SP,3.63,0.71,0,0,0,0,0,0,0,0,1,2017-11-17
3F+3T,GPFRA_1718,Mae Berenice MEITE,LADIES_SP,9.60,0.00,0,0,0,0,0,0,0,2,0,2017-11-17
3Lo,GPFRA_1718,Mae Berenice MEITE,LADIES_SP,5.61,-0.40,0,0,0,0,0,0,0,1,0,2017-11-17
2A,GPFRA_1718,Mae Berenice MEITE,LADIES_SP,3.63,0.50,0,0,0,0,0,0,0,0,1,2017-11-17
3Lo+3T,GPFRA_1718,Polina EDMUNDS,LADIES_SP,8.10,-1.80,0,1,0,0,0,1,0,2,0,2017-11-17
3S,GPFRA_1718,Polina EDMUNDS,LADIES_SP,4.40,0.60,0,0,0,0,0,0,0,1,0,2017-11-17
2A,GPFRA_1718,Polina EDMUNDS,LADIES_SP,3.63,0.36,0,0,0,0,0,0,0,0,1,2017-11-17
3T+3T,GPFRA_1718,Nicole SCHOTT,LADIES_SP,8.60,0.40,0,0,0,0,0,0,0,2,0,2017-11-17
3Lo,GPFRA_1718,Nicole SCHOTT,LADIES_SP,3.96,-2.10,0,1,0,0,0,1,0,1,0,2017-11-17
2A,GPFRA_1718,Nicole SCHOTT,LADIES_SP,3.63,0.43,0,0,0,0,0,0,0,0,1,2017-11-17
3A,GPFRA_1718,Elizaveta TUKTAMYSHEVA,LADIES_SP,8.50,-3.00,0,0,0,0,0,0,0,1,0,2017-11-17
1Lz,GPFRA_1718,Elizaveta TUKTAMYSHEVA,LADIES_SP,0.00,0.00,0,0,0,1,0,1,0,0,0,2017-11-17
3T+2T,GPFRA_1718,Elizaveta TUKTAMYSHEVA,LADIES_SP,5.60,0.30,0,0,0,0,0,0,0,1,1,2017-11-17
3Lz+3Lo,GPFRA_1718,Alina ZAGITOVA,LADIES_FS,12.21,1.30,0,0,0,0,0,0,0,2,0,2017-11-17
2A+3T,GPFRA_1718,Alina ZAGITOVA,LADIES_FS,8.36,1.40,0,0,0,0,0,0,0,1,1,2017-11-17
3F+2T+2Lo,GPFRA_1718,Alina ZAGITOVA,LADIES_FS,9.24,1.10,0,0,0,0,0,0,0,1,2,2017-11-17
3Lz,GPFRA_1718,Alina ZAGITOVA,LADIES_FS,6.60,1.80,0,0,0,0,0,0,0,1,0,2017-11-17
3S,GPFRA_1718,Alina ZAGITOVA,LADIES_FS,4.84,1.30,0,0,0,0,0,0,0,1,0,2017-11-17
3F,GPFRA_1718,Alina ZAGITOVA,LADIES_FS,5.83,1.30,0,0,0,0,0,0,0,1,0,2017-11-17
2A,GPFRA_1718,Alina ZAGITOVA,LADIES_FS,3.63,0.64,0,0,0,0,0,0,0,0,1,2017-11-17
3Lz+3T,GPFRA_1718,Maria SOTSKOVA,LADIES_FS,10.30,1.50,0,0,0,0,0,0,0,2,0,2017-11-17
3F,GPFRA_1718,Maria SOTSKOVA,LADIES_FS,5.30,1.20,0,0,0,0,0,0,0,1,0,2017-11-17
3Lo,GPFRA_1718,Maria SOTSKOVA,LADIES_FS,5.61,1.10,0,0,0,0,0,0,0,1,0,2017-11-17
3F+1Lo+3S,GPFRA_1718,Maria SOTSKOVA,LADIES_FS,11.22,0.60,0,0,0,0,0,0,0,2,0,2017-11-17
3Lz,GPFRA_1718,Maria SOTSKOVA,LADIES_FS,6.60,1.10,0,0,0,0,0,0,0,1,0,2017-11-17
2A+2T,GPFRA_1718,Maria SOTSKOVA,LADIES_FS,5.06,0.79,0,0,0,0,0,0,0,0,2,2017-11-17
2A,GPFRA_1718,Maria SOTSKOVA,LADIES_FS,3.63,0.64,0,0,0,0,0,0,0,0,1,2017-11-17
3Lo,GPFRA_1718,Elizabet TURSYNBAEVA,LADIES_FS,5.10,0.90,0,0,0,0,0,0,0,1,0,2017-11-17
3Lz,GPFRA_1718,Elizabet TURSYNBAEVA,LADIES_FS,6.00,0.90,0,0,0,0,0,0,0,1,0,2017-11-17
3F,GPFRA_1718,Elizabet TURSYNBAEVA,LADIES_FS,5.30,1.00,0,0,0,0,0,0,0,1,0,2017-11-17
3S,GPFRA_1718,Elizabet TURSYNBAEVA,LADIES_FS,4.84,1.00,0,0,0,0,0,0,0,1,0,2017-11-17
2A+3T+2T,GPFRA_1718,Elizabet TURSYNBAEVA,LADIES_FS,9.79,1.20,0,0,0,0,0,0,0,1,2,2017-11-17
2A+3T,GPFRA_1718,Elizabet TURSYNBAEVA,LADIES_FS,8.36,1.10,0,0,0,0,0,0,0,1,1,2017-11-17
3S+2T,GPFRA_1718,Elizabet TURSYNBAEVA,LADIES_FS,6.27,0.80,0,0,0,0,0,0,0,1,1,2017-11-17
3F+3T,GPFRA_1718,Kaetlyn OSMOND,LADIES_FS,9.60,1.80,0,0,0,0,0,0,0,2,0,2017-11-17
2A+3T,GPFRA_1718,Kaetlyn OSMOND,LADIES_FS,7.60,-0.60,0,0,0,0,0,0,0,1,1,2017-11-17
3Lz,GPFRA_1718,Kaetlyn OSMOND,LADIES_FS,6.00,1.20,0,0,0,0,0,0,0,1,0,2017-11-17
3Lo,GPFRA_1718,Kaetlyn OSMOND,LADIES_FS,5.61,-2.00,0,0,0,0,0,0,0,1,0,2017-11-17
3F,GPFRA_1718,Kaetlyn OSMOND,LADIES_FS,5.83,1.50,0,0,0,0,0,0,0,1,0,2017-11-17
3S+2T+2Lo,GPFRA_1718,Kaetlyn OSMOND,LADIES_FS,8.25,1.30,0,0,0,0,0,0,0,1,2,2017-11-17
1A,GPFRA_1718,Kaetlyn OSMOND,LADIES_FS,1.21,0.17,0,0,0,0,0,0,0,0,0,2017-11-17
3Lz+3T,GPFRA_1718,Mai MIHARA,LADIES_FS,10.30,1.20,0,0,0,0,0,0,0,2,0,2017-11-17
2A,GPFRA_1718,Mai MIHARA,LADIES_FS,3.30,0.86,0,0,0,0,0,0,0,0,1,2017-11-17
3F,GPFRA_1718,Mai MIHARA,LADIES_FS,5.83,1.10,0,0,0,0,0,0,0,1,0,2017-11-17
2A,GPFRA_1718,Mai MIHARA,LADIES_FS,3.63,0.36,0,0,0,0,0,0,0,0,1,2017-11-17
3Lo+2T+2Lo,GPFRA_1718,Mai MIHARA,LADIES_FS,9.02,0.20,0,0,0,0,0,0,0,1,2,2017-11-17
3Lz+3T,GPFRA_1718,Mai MIHARA,LADIES_FS,11.33,0.70,0,0,0,0,0,0,0,2,0,2017-11-17
3S,GPFRA_1718,Mai MIHARA,LADIES_FS,4.84,0.60,0,0,0,0,0,0,0,1,0,2017-11-17
3Lz+3T,GPFRA_1718,Yuna SHIRAIWA,LADIES_FS,10.30,0.80,0,0,0,0,0,0,0,2,0,2017-11-17
2A,GPFRA_1718,Yuna SHIRAIWA,LADIES_FS,3.30,0.57,0,0,0,0,0,0,0,0,1,2017-11-17
3Lz+3T+2T,GPFRA_1718,Yuna SHIRAIWA,LADIES_FS,12.76,0.70,0,0,0,0,0,0,0,2,1,2017-11-17
3S,GPFRA_1718,Yuna SHIRAIWA,LADIES_FS,4.84,1.00,0,0,0,0,0,0,0,1,0,2017-11-17
3F,GPFRA_1718,Yuna SHIRAIWA,LADIES_FS,5.83,-0.20,0,0,0,0,1,1,0,1,0,2017-11-17
2A+2T,GPFRA_1718,Yuna SHIRAIWA,LADIES_FS,5.06,0.43,0,0,0,0,0,0,0,0,2,2017-11-17
3Lo,GPFRA_1718,Yuna SHIRAIWA,LADIES_FS,3.96,-2.10,0,1,0,0,0,1,0,1,0,2017-11-17
3F,GPFRA_1718,Nicole SCHOTT,LADIES_FS,5.30,0.50,0,0,0,0,0,0,0,1,0,2017-11-17
3T+3T,GPFRA_1718,Nicole SCHOTT,LADIES_FS,8.60,0.60,0,0,0,0,0,0,0,2,0,2017-11-17
3F+2T,GPFRA_1718,Nicole SCHOTT,LADIES_FS,6.60,0.70,0,0,0,0,0,0,0,1,1,2017-11-17
3S+2T+2Lo,GPFRA_1718,Nicole SCHOTT,LADIES_FS,7.50,0.00,0,0,0,0,0,0,0,1,2,2017-11-17
3Lo,GPFRA_1718,Nicole SCHOTT,LADIES_FS,5.10,0.30,0,0,0,0,0,0,0,1,0,2017-11-17
2A,GPFRA_1718,Nicole SCHOTT,LADIES_FS,3.63,0.50,0,0,0,0,0,0,0,0,1,2017-11-17
2A,GPFRA_1718,Nicole SCHOTT,LADIES_FS,3.63,0.36,0,0,0,0,0,0,0,0,1,2017-11-17
3A,GPFRA_1718,Elizaveta TUKTAMYSHEVA,LADIES_FS,8.50,-3.00,0,0,0,0,0,0,0,1,0,2017-11-17
2Lz+2T+2Lo,GPFRA_1718,Elizaveta TUKTAMYSHEVA,LADIES_FS,5.20,0.04,0,0,0,0,0,0,0,0,3,2017-11-17
3F,GPFRA_1718,Elizaveta TUKTAMYSHEVA,LADIES_FS,5.30,0.00,0,0,0,0,0,0,0,1,0,2017-11-17
3T+2T,GPFRA_1718,Elizaveta TUKTAMYSHEVA,LADIES_FS,5.60,0.90,0,0,0,0,0,0,0,1,1,2017-11-17
3Lz,GPFRA_1718,Elizaveta TUKTAMYSHEVA,LADIES_FS,6.60,-0.80,0,0,0,0,0,0,0,1,0,2017-11-17
3Lo,GPFRA_1718,Elizaveta TUKTAMYSHEVA,LADIES_FS,5.61,0.00,0,0,0,0,0,0,0,1,0,2017-11-17
3S+2A+SEQ,GPFRA_1718,Elizaveta TUKTAMYSHEVA,LADIES_FS,6.78,1.00,0,0,0,0,0,0,0,1,1,2017-11-17
2A,GPFRA_1718,Mae Berenice MEITE,LADIES_FS,3.30,0.57,0,0,0,0,0,0,0,0,1,2017-11-17
3F+3T,GPFRA_1718,Mae Berenice MEITE,LADIES_FS,9.60,0.20,0,0,0,0,0,0,0,2,0,2017-11-17
3Lz+2T,GPFRA_1718,Mae Berenice MEITE,LADIES_FS,7.30,0.60,0,0,0,0,0,0,0,1,1,2017-11-17
3Lo,GPFRA_1718,Mae Berenice MEITE,LADIES_FS,5.61,0.20,0,0,0,0,0,0,0,1,0,2017-11-17
2A+3T,GPFRA_1718,Mae Berenice MEITE,LADIES_FS,8.36,0.40,0,0,0,0,0,0,0,1,1,2017-11-17
1Lz,GPFRA_1718,Mae Berenice MEITE,LADIES_FS,0.66,-0.07,0,0,0,0,0,0,0,0,0,2017-11-17
3S,GPFRA_1718,Mae Berenice MEITE,LADIES_FS,4.84,-0.60,0,0,0,0,0,0,0,1,0,2017-11-17
3Lz,GPFRA_1718,Polina EDMUNDS,LADIES_FS,6.00,-2.10,0,0,0,0,0,0,0,1,0,2017-11-17
2A+3T,GPFRA_1718,Polina EDMUNDS,LADIES_FS,7.60,-0.20,0,0,0,0,0,0,0,1,1,2017-11-17
2A+1Lo+3S,GPFRA_1718,Polina EDMUNDS,LADIES_FS,8.20,-1.40,0,0,0,0,0,0,0,1,1,2017-11-17
3F,GPFRA_1718,Polina EDMUNDS,LADIES_FS,3.70,-2.10,0,1,0,0,0,1,0,1,0,2017-11-17
3Lo,GPFRA_1718,Polina EDMUNDS,LADIES_FS,3.96,-0.70,0,1,0,0,0,1,0,1,0,2017-11-17
3Lo,GPFRA_1718,Polina EDMUNDS,LADIES_FS,2.77,-0.80,0,1,0,0,1,2,0,1,0,2017-11-17
3S,GPFRA_1718,Polina EDMUNDS,LADIES_FS,4.84,0.40,0,0,0,0,0,0,0,1,0,2017-11-17
3Lz+3T,GPFRA_1718,Laurine LECAVELIER,LADIES_FS,9.00,-0.40,0,1,0,0,0,1,0,2,0,2017-11-17
3F,GPFRA_1718,Laurine LECAVELIER,LADIES_FS,1.90,-0.90,0,0,1,0,0,1,0,1,0,2017-11-17
3S,GPFRA_1718,Laurine LECAVELIER,LADIES_FS,4.40,-0.10,0,0,0,0,0,0,0,1,0,2017-11-17
2A+3T,GPFRA_1718,Laurine LECAVELIER,LADIES_FS,6.93,-1.50,0,1,0,0,0,1,0,1,1,2017-11-17
2A+1Lo+2S,GPFRA_1718,Laurine LECAVELIER,LADIES_FS,5.61,-0.50,0,0,0,0,0,0,0,0,2,2017-11-17
2Lz,GPFRA_1718,Laurine LECAVELIER,LADIES_FS,2.31,-0.90,0,0,0,0,0,0,0,0,1,2017-11-17
1Lo,GPFRA_1718,Laurine LECAVELIER,LADIES_FS,0.55,-0.07,0,0,0,0,0,0,0,0,0,2017-11-17
4T+3T,GPJPN_1718,Sergei VORONOV,MEN_SP,14.60,2.00,0,0,0,0,0,0,1,1,0,2017-11-10
3Lz,GPJPN_1718,Sergei VORONOV,MEN_SP,6.00,-0.20,0,0,0,0,0,0,0,1,0,2017-11-10
3A,GPJPN_1718,Sergei VORONOV,MEN_SP,9.35,1.86,0,0,0,0,0,0,0,1,0,2017-11-10
3A,GPJPN_1718,Alexei BYCHENKO,MEN_SP,8.50,1.14,0,0,0,0,0,0,0,1,0,2017-11-10
4T,GPJPN_1718,Alexei BYCHENKO,MEN_SP,10.30,0.71,0,0,0,0,0,0,1,0,0,2017-11-10
3Lz+3T,GPJPN_1718,Alexei BYCHENKO,MEN_SP,11.33,0.90,0,0,0,0,0,0,0,2,0,2017-11-10
3A,GPJPN_1718,Jason BROWN,MEN_SP,8.50,-1.57,0,0,0,0,0,0,0,1,0,2017-11-10
3Lz,GPJPN_1718,Jason BROWN,MEN_SP,6.00,1.10,0,0,0,0,0,0,0,1,0,2017-11-10
3F+2T,GPJPN_1718,Jason BROWN,MEN_SP,7.26,1.10,0,0,0,0,0,0,0,1,1,2017-11-10
3F+3T,GPJPN_1718,Adam RIPPON,MEN_SP,9.60,1.10,0,0,0,0,0,0,0,2,0,2017-11-10
3A,GPJPN_1718,Adam RIPPON,MEN_SP,8.50,0.43,0,0,0,0,0,0,0,1,0,2017-11-10
3Lz,GPJPN_1718,Adam RIPPON,MEN_SP,6.60,0.10,0,0,0,0,0,0,0,1,0,2017-11-10
4T+3T,GPJPN_1718,Keegan MESSING,MEN_SP,14.60,0.00,0,0,0,0,0,0,1,1,0,2017-11-10
3A,GPJPN_1718,Keegan MESSING,MEN_SP,8.50,-3.00,0,0,0,0,0,0,0,1,0,2017-11-10
3Lz,GPJPN_1718,Keegan MESSING,MEN_SP,6.60,0.00,0,0,0,0,0,0,0,1,0,2017-11-10
4S,GPJPN_1718,Kazuki TOMONO,MEN_SP,10.50,-0.86,0,0,0,0,0,0,1,0,0,2017-11-10
3F+3T,GPJPN_1718,Kazuki TOMONO,MEN_SP,9.60,0.30,0,0,0,0,0,0,0,2,0,2017-11-10
3A,GPJPN_1718,Kazuki TOMONO,MEN_SP,9.35,1.43,0,0,0,0,0,0,0,1,0,2017-11-10
4Lz,GPJPN_1718,Dmitri ALIEV,MEN_SP,9.50,-4.00,0,1,0,0,0,1,1,0,0,2017-11-10
4T+2T,GPJPN_1718,Dmitri ALIEV,MEN_SP,11.60,1.00,0,0,0,0,0,0,1,0,1,2017-11-10
3A,GPJPN_1718,Dmitri ALIEV,MEN_SP,9.35,-2.29,0,0,0,0,0,0,0,1,0,2017-11-10
3Lz+3T,GPJPN_1718,Deniss VASILJEVS,MEN_SP,10.30,1.40,0,0,0,0,0,0,0,2,0,2017-11-10
3A,GPJPN_1718,Deniss VASILJEVS,MEN_SP,8.50,-3.00,0,0,0,0,0,0,0,1,0,2017-11-10
3F,GPJPN_1718,Deniss VASILJEVS,MEN_SP,5.83,0.90,0,0,0,0,0,0,0,1,0,2017-11-10
4S,GPJPN_1718,Michal BREZINA,MEN_SP,8.10,-4.00,0,1,0,0,0,1,1,0,0,2017-11-10
3A,GPJPN_1718,Michal BREZINA,MEN_SP,8.50,1.43,0,0,0,0,0,0,0,1,0,2017-11-10
3Lz+2T,GPJPN_1718,Michal BREZINA,MEN_SP,8.03,0.40,0,0,0,0,0,0,0,1,1,2017-11-10
3A,GPJPN_1718,Hiroaki SATO,MEN_SP,8.50,0.43,0,0,0,0,0,0,0,1,0,2017-11-10
4T+2T,GPJPN_1718,Hiroaki SATO,MEN_SP,11.60,-0.17,0,0,0,0,0,0,1,0,1,2017-11-10
3Lz,GPJPN_1718,Hiroaki SATO,MEN_SP,6.60,-0.50,0,0,0,0,0,0,0,1,0,2017-11-10
4T,GPJPN_1718,Nam NGUYEN,MEN_SP,8.00,-4.00,0,1,0,0,0,1,1,0,0,2017-11-10
4S,GPJPN_1718,Nam NGUYEN,MEN_SP,10.50,-4.00,0,0,0,0,1,1,1,0,0,2017-11-10
3A,GPJPN_1718,Nam NGUYEN,MEN_SP,9.35,-0.14,0,0,0,0,0,0,0,1,0,2017-11-10
4T+3T,GPJPN_1718,Sergei VORONOV,MEN_FS,14.60,2.14,0,0,0,0,0,0,1,1,0,2017-11-10
3A,GPJPN_1718,Sergei VORONOV,MEN_FS,8.50,1.86,0,0,0,0,0,0,0,1,0,2017-11-10
4T,GPJPN_1718,Sergei VORONOV,MEN_FS,10.30,-1.20,0,0,0,0,0,0,1,0,0,2017-11-10
3A+2T+2Lo,GPJPN_1718,Sergei VORONOV,MEN_FS,12.76,1.43,0,0,0,0,0,0,0,1,2,2017-11-10
3Lz+2T,GPJPN_1718,Sergei VORONOV,MEN_FS,8.03,0.60,0,0,0,0,0,0,0,1,1,2017-11-10
3S,GPJPN_1718,Sergei VORONOV,MEN_FS,4.84,1.00,0,0,0,0,0,0,0,1,0,2017-11-10
3Lo,GPJPN_1718,Sergei VORONOV,MEN_FS,5.61,1.30,0,0,0,0,0,0,0,1,0,2017-11-10
2A,GPJPN_1718,Sergei VORONOV,MEN_FS,3.63,0.64,0,0,0,0,0,0,0,0,1,2017-11-10
4Lz,GPJPN_1718,Adam RIPPON,MEN_FS,9.50,-1.20,0,1,0,0,0,1,1,0,0,2017-11-10
3F+2Lo,GPJPN_1718,Adam RIPPON,MEN_FS,7.10,0.70,0,0,0,0,0,0,0,1,1,2017-11-10
3Lo,GPJPN_1718,Adam RIPPON,MEN_FS,5.10,0.70,0,0,0,0,0,0,0,1,0,2017-11-10
3A+2T+2Lo,GPJPN_1718,Adam RIPPON,MEN_FS,12.76,1.29,0,0,0,0,0,0,0,1,2,2017-11-10
3A,GPJPN_1718,Adam RIPPON,MEN_FS,9.35,0.29,0,0,0,0,0,0,0,1,0,2017-11-10
3F+3T,GPJPN_1718,Adam RIPPON,MEN_FS,10.56,0.60,0,0,0,0,0,0,0,2,0,2017-11-10
3S,GPJPN_1718,Adam RIPPON,MEN_FS,4.84,0.50,0,0,0,0,0,0,0,1,0,2017-11-10
3Lz,GPJPN_1718,Adam RIPPON,MEN_FS,6.60,1.20,0,0,0,0,0,0,0,1,0,2017-11-10
4T+3T,GPJPN_1718,Alexei BYCHENKO,MEN_FS,14.60,0.14,0,0,0,0,0,0,1,1,0,2017-11-10
4T,GPJPN_1718,Alexei BYCHENKO,MEN_FS,10.30,1.14,0,0,0,0,0,0,1,0,0,2017-11-10
2Lo,GPJPN_1718,Alexei BYCHENKO,MEN_FS,1.80,0.00,0,0,0,0,0,0,0,0,1,2017-11-10
3A,GPJPN_1718,Alexei BYCHENKO,MEN_FS,9.35,-1.86,0,0,0,0,0,0,0,1,0,2017-11-10
3A+2T,GPJPN_1718,Alexei BYCHENKO,MEN_FS,10.78,0.71,0,0,0,0,0,0,0,1,1,2017-11-10
3Lz,GPJPN_1718,Alexei BYCHENKO,MEN_FS,6.60,0.90,0,0,0,0,0,0,0,1,0,2017-11-10
3F+1Lo+3S,GPJPN_1718,Alexei BYCHENKO,MEN_FS,11.22,1.10,0,0,0,0,0,0,0,2,0,2017-11-10
2A,GPJPN_1718,Alexei BYCHENKO,MEN_FS,3.63,0.50,0,0,0,0,0,0,0,0,1,2017-11-10
3F,GPJPN_1718,Jason BROWN,MEN_FS,5.30,1.40,0,0,0,0,0,0,0,1,0,2017-11-10
3A,GPJPN_1718,Jason BROWN,MEN_FS,8.50,-3.00,0,0,0,0,0,0,0,1,0,2017-11-10
2A,GPJPN_1718,Jason BROWN,MEN_FS,3.30,0.50,0,0,0,0,0,0,0,0,1,2017-11-10
3A,GPJPN_1718,Jason BROWN,MEN_FS,4.54,-3.00,0,1,0,0,1,2,0,1,0,2017-11-10
3Lz,GPJPN_1718,Jason BROWN,MEN_FS,6.60,-1.30,0,0,0,0,0,0,0,1,0,2017-11-10
3Lo+1Lo+3S,GPJPN_1718,Jason BROWN,MEN_FS,11.00,0.40,0,0,0,0,0,0,0,2,0,2017-11-10
3Lz+3T,GPJPN_1718,Jason BROWN,MEN_FS,11.33,0.70,0,0,0,0,0,0,0,2,0,2017-11-10
2A,GPJPN_1718,Jason BROWN,MEN_FS,3.63,0.50,0,0,0,0,0,0,0,0,1,2017-11-10
3A+2T,GPJPN_1718,Deniss VASILJEVS,MEN_FS,9.80,1.00,0,0,0,0,0,0,0,1,1,2017-11-10
1A,GPJPN_1718,Deniss VASILJEVS,MEN_FS,1.10,0.03,0,0,0,0,0,0,0,0,0,2017-11-10
3A,GPJPN_1718,Deniss VASILJEVS,MEN_FS,8.50,0.71,0,0,0,0,0,0,0,1,0,2017-11-10
3Lo,GPJPN_1718,Deniss VASILJEVS,MEN_FS,5.61,0.80,0,0,0,0,0,0,0,1,0,2017-11-10
3Lz+3T,GPJPN_1718,Deniss VASILJEVS,MEN_FS,11.33,0.90,0,0,0,0,0,0,0,2,0,2017-11-10
2A,GPJPN_1718,Deniss VASILJEVS,MEN_FS,3.63,0.50,0,0,0,0,0,0,0,0,1,2017-11-10
1F,GPJPN_1718,Deniss VASILJEVS,MEN_FS,0.55,-0.01,0,0,0,0,0,0,0,0,0,2017-11-10
3Lz+1Lo+3S,GPJPN_1718,Deniss VASILJEVS,MEN_FS,11.99,-0.40,0,0,0,0,0,0,0,2,0,2017-11-10
3Lz,GPJPN_1718,Keegan MESSING,MEN_FS,6.00,1.30,0,0,0,0,0,0,0,1,0,2017-11-10
4T,GPJPN_1718,Keegan MESSING,MEN_FS,10.30,-1.37,0,0,0,0,0,0,1,0,0,2017-11-10
