comp_id,event,j1_name,j2_name,j3_name,j4_name,j5_name,j6_name,j7_name,j8_name,j9_name,j1_nat,j2_nat,j3_nat,j4_nat,j5_nat,j6_nat,j7_nat,j8_nat,j9_nat
4CC_1617,MEN_SP,Ko-Man TING,Jia YAO,Sandra WILLIAMSON-LEADLEY,Lorrie PARKER,Sasha MARTINEZ,Masako KUBOTA,Nicole LEBLANC-RICHARD,Lisa JELINEK,Sung-Hee KOH,TWN,CHN,NZL,USA,MEX,JPN,CAN,AUS,KOR
GPUSA_1718,LADIES_SP,Jeff LUKASIK,Robert ROSENBLUTH,Akiko KOBAYASHI,Julia ANDREEVA,Guangying QIN,Sasha MARTINEZ,So Young AN,Adriana DOMANSKA,Marta OLOZAGARRE,CAN,USA,JPN,RUS,CHN,MEX,KOR,SVK,ESP
GPUSA_1718,LADIES_FS,Jeff LUKASIK,Robert ROSENBLUTH,Akiko KOBAYASHI,Julia ANDREEVA,Guangying QIN,Sasha MARTINEZ,So Young AN,Adriana DOMANSKA,Marta OLOZAGARRE,CAN,USA,JPN,RUS,CHN,MEX,KOR,SVK,ESP
GPF_1213,MEN_SP,Samuel AUXIER,Jodi ABBOTT,Merja KOSONEN,Richard KOSINA,Igor OBRAZTSOV,Yumin WANG,Philippe MERIGUET,Tomie FUKUDOME,Marta OLOZAGARRE,USA,CAN,FIN,CZE,RUS,CHN,FRA,JPN,ESP
EC_1819,LADIES_FS,Pia ALHONEN,Agita ABELE,Yury KLIUSHNIKOV,Kadi ZVIRIK,Lone AMSTRUP LINNEMANN,Laimute KRAUZIENE,Lenka BOHUNICKA,Sviatoslav BABENKO,Marta OLOZAGARRE,FIN,LAT,AZE,EST,DEN,LTU,SVK,RUS,ESP
GPRUS_1516,MEN_FS,Asa NORDBACK,Tomie FUKUDOME,Taffy HOLLIDAY,Natalia PRIMACHENKO,Alexei BELETSKI,Sissy KRICK,Leanna CARON,Tiziana MIORINI,Marta OLOZAGARRE,SWE,JPN,USA,RUS,ISR,GER,CAN,ITA,ESP
EC_1718,MEN_FS,Hege ROSTO JENSEN,Salome CHIGOGIDZE,Claudia FASSORA,Senem AHISKAL,Florence VUYLSTEKER,Ulla FAIG,Natalia KRUGLOVA,Adriana DOMANSKA,Jeroen PRINS,NOR,GEO,SUI,TUR,FRA,GER,UKR,SVK,NED
GPFRA_1314,LADIES_SP,Jodi ABBOTT,Robert ROSENBLUTH,Gloria MORANDI,Alla SHEKHOVTSOVA,Yoshiko KOBAYASHI,Helene CUCUPHAT,Katarina HENRIKSSON,Marjo KANKAANRANTA,Brigitte WENDT,CAN,USA,ITA,RUS,JPN,FRA,SWE,FIN,GER
GPCAN_1011,LADIES_FS,Ursula STAHL,Todd BROMLEY,Svetlana KANDYBA,Noriko SHIROTA,Karen HOWARD,Christine BLANC,Saioa SANCHO,Leena KURRI,Brigitte WENDT,AUT,USA,RUS,JPN,CAN,SUI,ESP,FIN,GER
EC_1516,MEN_SP,Zanna KULIK,Richard GRAINGE,Yury KLIUSHNIKOV,Gloria MORANDI,Senem AHISKAL,Olga KOZHEMYAKINA,Saioa SANCHO,Marjo KANKAANRANTA,Anthony LEROY,EST,GBR,AZE,ITA,TUR,RUS,ESP,FIN,FRA
GPUSA_1516,LADIES_FS,Adriana DOMANSKA,Yuri GUSKOV,Nobuhiko YOSHIOKA,Guangying QIN,Kristina LUNDGREN,Lolita LABUNSKAIYA,Lynne DEY,Jung-Sue LEE,Anthony LEROY,SVK,KAZ,JPN,CHN,USA,RUS,CAN,KOR,FRA
GPF_1718,MEN_SP,Deveny DECK,Sakae YAMAMOTO,Olga KOZHEMYAKINA,Kersten BELLMANN,Weiguang CHEN,Leanna CARON,Saodat NUMANOVA,Emilie BILLOW,Anthony LEROY,USA,JPN,RUS,GER,CHN,CAN,UZB,SWE,FRA
GPF_1718,MEN_FS,Deveny DECK,Sakae YAMAMOTO,Olga KOZHEMYAKINA,Kersten BELLMANN,Weiguang CHEN,Leanna CARON,Saodat NUMANOVA,Emilie BILLOW,Anthony LEROY,USA,JPN,RUS,GER,CHN,CAN,UZB,SWE,FRA
GPCHN_1314,MEN_SP,Guangying QIN,Julia ANDREEVA,Leslie KEEN,Dan CHEN,Shizuko UGAKI,Yuri GUSKOV,Hal MARRON,Sissy KRICK,Anthony LEROY,CHN,RUS,CAN,HKG,JPN,KAZ,USA,GER,FRA
GPCAN_1819,MEN_SP,Anna KANTOR,Rebecca ANDREW,Igor OBRAZTSOV,Glenn FORTIN,Asa NORDBACK,So Young AN,Shizuko UGAKI,Taffy HOLLIDAY,Anthony LEROY,ISR,AUS,RUS,CAN,SWE,KOR,JPN,USA,FRA
GPCAN_1819,MEN_FS,Anna KANTOR,Rebecca ANDREW,Igor OBRAZTSOV,Glenn FORTIN,Asa NORDBACK,So Young AN,Shizuko UGAKI,Taffy HOLLIDAY,Anthony LEROY,ISR,AUS,RUS,CAN,SWE,KOR,JPN,USA,FRA
GPCAN_1415,MEN_FS,Lise ROSTO JENSEN,Igor OBRAZTSOV,Jeff LUKASIK,Saioa SANCHO,William S SMITH,Emilie BILLOW,Jana BAUDYSOVA,Sakae YAMAMOTO,Anthony LEROY,NOR,RUS,CAN,ESP,USA,SWE,CZE,JPN,FRA
WC_1213,MEN_FS,Nadezhda FIODOROVA,Daniel DELFA,Volker WALDECK,Walter TOIGO,Elena FOMINA,Nobuhiko YOSHIOKA,Jarmila PORTOVA,Anna SIEROCKA,Tatiana YORDANOVA,BLR,ESP,GER,ITA,RUS,JPN,CZE,POL,BUL
GPCAN_1112,LADIES_SP,Valerie GREUGNY,Alexander KOGAN,Yukiko OKABE,Ulla FAIG,Katarina HENRIKSSON,Jeff LUKASIK,Christine BLANC,Kitty DELIO LAFORTE,Tatiana YORDANOVA,FRA,RUS,JPN,GER,SWE,CAN,SUI,USA,BUL
WC_1718,MEN_FS,Agita ABELE,Tarja RISTANEN,Eddy WU,Susan BLATZ,Peter RANKIN,Veronique VERRUE,Anna KANTOR,Anna SIEROCKA,Wendy ENZMANN,LAT,FIN,TWN,CAN,AUS,FRA,ISR,POL,USA
GPJPN_1112,LADIES_SP,Leslie KEEN,Elena FOMINA,Salome CHIGOGIDZE,Elisabeth LOUESDON,Tarja RISTANEN,Tomiko YAMADA,Tricia MORITZ,Evgeni ROKHIN,Wendy ENZMANN,CAN,RUS,GEO,FRA,FIN,JPN,AUS,UZB,USA
GPFIN_1819,MEN_SP,Albert ZAYDMAN,Dan FANG,Julia ANDREEVA,Francoise DE RAPPARD,Tarja RISTANEN,Karen ARCHER,Vera TAUCHMANOVA,Nobuhiko YOSHIOKA,Wendy ENZMANN,ISR,CHN,RUS,BEL,FIN,GBR,CZE,JPN,USA
GPFIN_1819,MEN_FS,Albert ZAYDMAN,Dan FANG,Julia ANDREEVA,Francoise DE RAPPARD,Tarja RISTANEN,Karen ARCHER,Vera TAUCHMANOVA,Nobuhiko YOSHIOKA,Wendy ENZMANN,ISR,CHN,RUS,BEL,FIN,GBR,CZE,JPN,USA
GPUSA_1112,LADIES_SP,Elizabeth CLARK,Salome CHIGOGIDZE,Olga KOZHEMYAKINA,Mayumi KATO,Susanne WAHLSTROEM,Volker WALDECK,Claudia BRAMBATI,Hely ABBONDATI,Wendy ENZMANN,CAN,GEO,RUS,JPN,SWE,GER,ITA,FIN,USA
GPF_1314,MEN_FS,Sakae YAMAMOTO,Yumin WANG,Samuel AUXIER,Florence VUYLSTEKER,Daniel DELFA,Alla SHEKHOVTSOVA,Jarmila PORTOVA,Elke TREITZ,Karen BUTCHER,JPN,CHN,USA,FRA,ESP,RUS,CZE,GER,CAN
GPCHN_1617,LADIES_FS,Samuel AUXIER,Melody Tan Tan YIP,Claudia BRAMBATI,Shizuko UGAKI,Patricia MORITZ,Guona ZHAO,Julia ANDREEVA,Mona JONSSON,Karen BUTCHER,USA,HKG,ITA,JPN,AUS,CHN,RUS,SWE,CAN
GPUSA_1112,MEN_SP,Mayumi KATO,Lolita LABUNSKAIYA,Francoise DE RAPPARD,Claudia BRAMBATI,Peggy GRAHAM,Kerstin KIMMINUS,Jarmila PORTOVA,Francis BETSCH,Hely ABBONDATI,JPN,RUS,BEL,ITA,USA,GER,CZE,FRA,FIN
GPFRA_1516,LADIES_SP,David MUNOZ,Raffaella LOCATELLI,Jean SENFT,Pekka LESKINEN,Roger GLENN,Igor DOLGUSHIN,Agita ABELE,Francis BETSCH,Yukiko OKABE,ESP,ITA,CAN,FIN,USA,RUS,LAT,FRA,JPN
GPCAN_1314,LADIES_SP,Marta OLOZAGARRE,Lolita LABUNSKAIYA,Rolf PIPOH,Beth CRANE,Guangying QIN,Taffy HOLLIDAY,Christiane MILES,Leena KURRI,Yukiko OKABE,ESP,RUS,GER,CAN,CHN,USA,SUI,FIN,JPN
GPCAN_1112,LADIES_FS,Ulla FAIG,Kitty DELIO LAFORTE,Katarina HENRIKSSON,Valerie GREUGNY,Alexander KOGAN,Tatiana YORDANOVA,Jeff LUKASIK,Christine BLANC,Yukiko OKABE,GER,USA,SWE,FRA,RUS,BUL,CAN,SUI,JPN
GPJPN_1314,LADIES_SP,Virginia DE AGOSTINI,Samuel AUXIER,Alexander KOGAN,Mayumi KATO,Christian BAUMANN,Salome CHIGOGIDZE,Yumin WANG,Francis BETSCH,Sally REHORICK,ITA,USA,RUS,JPN,GER,GEO,CHN,FRA,CAN
GPFRA_1213,LADIES_FS,Lorrie PARKER,Francoise DE RAPPARD,Shizuko UGAKI,Maira ABASOVA,Thierry MONMINOUX,Jan HOFFMANN,Tiziana MIORINI,Yumin WANG,Sally REHORICK,USA,BEL,JPN,RUS,FRA,GER,ITA,CHN,CAN
GPJPN_1314,LADIES_FS,Salome CHIGOGIDZE,Yumin WANG,Mayumi KATO,Francis BETSCH,Christian BAUMANN,Virginia DE AGOSTINI,Samuel AUXIER,Alexander KOGAN,Sally REHORICK,GEO,CHN,JPN,FRA,GER,ITA,USA,RUS,CAN
GPJPN_1718,LADIES_SP,Thomas BIEGLER,Igor PROKOP,Akira YOSHIZAWA,Walter TOIGO,Jitka MOKRA,Olga KOZHEMYAKINA,Jung-Sue LEE,Deveny DECK,Sally REHORICK,AUT,SVK,JPN,ITA,CZE,RUS,KOR,USA,CAN
GPJPN_1718,LADIES_FS,Thomas BIEGLER,Igor PROKOP,Akira YOSHIZAWA,Walter TOIGO,Jitka MOKRA,Olga KOZHEMYAKINA,Jung-Sue LEE,Deveny DECK,Sally REHORICK,AUT,SVK,JPN,ITA,CZE,RUS,KOR,USA,CAN
GPF_1617,LADIES_FS,Jana BAUDYSOVA,Nicole LEBLANC-RICHARD,Tomie FUKUDOME,Deveny DECK,Guangying QIN,Angelique CLYDE-SMITH,Olga KOZHEMYAKINA,Francis BETSCH,Jung-Sue LEE,CZE,CAN,JPN,USA,CHN,AUS,RUS,FRA,KOR
GPJPN_1718,MEN_SP,Elena FOMINA,Igor PROKOP,Alexei BELETSKI,Leanna CARON,Deveny DECK,Jitka MOKRA,Agita ABELE,Tetsuo ABE,Jung-Sue LEE,RUS,SVK,ISR,CAN,USA,CZE,LAT,JPN,KOR
GPJPN_1718,MEN_FS,Elena FOMINA,Igor PROKOP,Alexei BELETSKI,Leanna CARON,Deveny DECK,Jitka MOKRA,Agita ABELE,Tetsuo ABE,Jung-Sue LEE,RUS,SVK,ISR,CAN,USA,CZE,LAT,JPN,KOR
GPUSA_1516,LADIES_SP,Anthony LEROY,Adriana DOMANSKA,Yuri GUSKOV,Lolita LABUNSKAIYA,Nobuhiko YOSHIOKA,Kristina LUNDGREN,Guangying QIN,Lynne DEY,Jung-Sue LEE,FRA,SVK,KAZ,RUS,JPN,USA,CHN,CAN,KOR
GPRUS_1213,MEN_FS,Mika SAARELAINEN,Alexei SHIRSHOV,Igor OBRAZTSOV,Anne CAMMETT,Daniel DELFA,Noriko SHIROTA,Jarmila PORTOVA,Yuri GUSKOV,Benoit LAVOIE,FIN,BLR,RUS,USA,ESP,JPN,CZE,KAZ,CAN
GPRUS_1011,MEN_SP,Daniel DELFA,Tiziana MORANDI,Helene CUCUPHAT,Olga KOZHEMYAKINA,Masako KUBOTA,Richard KOSINA,Vladislav PETUKHOV,Anne CAMMETT,Benoit LAVOIE,ESP,ITA,FRA,RUS,JPN,CZE,UKR,USA,CAN
GPUSA_1314,MEN_SP,William S SMITH,Laimute KRAUZIENE,Massimo ORLANDINI,Mona JONSSON,Maira ABASOVA,Karen HOWARD,Masako KUBOTA,Yuri GUSKOV,Florence VUYLSTEKER,USA,LTU,ITA,SWE,RUS,CAN,JPN,KAZ,FRA
GPJPN_1011,MEN_SP,Tomiko YAMADA,Kristina HOUWING,Tianyi ZHANG,Lorrie PARKER,Beth CRANE,Francoise DE RAPPARD,Alexander KOGAN,Yuri GUSKOV,Florence VUYLSTEKER,JPN,SWE,CHN,USA,CAN,BEL,RUS,KAZ,FRA
GPJPN_1920,MEN_SP,Kylie Anne YACOPETTI,Albert ZAYDMAN,Igor DOLGUSHIN,Doug WILLIAMS,Deborah ISLAM,Tobias BAYER,Yoko KUNO,Claudia BRAMBATI,Florence VUYLSTEKER,AUS,ISR,RUS,USA,CAN,GER,JPN,ITA,FRA
GPJPN_1920,MEN_FS,Kylie Anne YACOPETTI,Albert ZAYDMAN,Igor DOLGUSHIN,Doug WILLIAMS,Deborah ISLAM,Tobias BAYER,Yoko KUNO,Claudia BRAMBATI,Florence VUYLSTEKER,AUS,ISR,RUS,USA,CAN,GER,JPN,ITA,FRA
GPRUS_1718,LADIES_SP,Julia ANDREEVA,Lorrie PARKER,So Young AN,Veronique VERRUE,Saodat NUMANOVA,Karen BUTCHER,Alexandre GOROJDANOV,Yuri GUSKOV,Paolo PIZZOCARI,RUS,USA,KOR,FRA,UZB,CAN,BLR,KAZ,ITA
GPRUS_1718,LADIES_FS,Julia ANDREEVA,Lorrie PARKER,So Young AN,Veronique VERRUE,Saodat NUMANOVA,Karen BUTCHER,Alexandre GOROJDANOV,Yuri GUSKOV,Paolo PIZZOCARI,RUS,USA,KOR,FRA,UZB,CAN,BLR,KAZ,ITA
EC_1617,LADIES_SP,Agita ABELE,Lise ROSTO JENSEN,Osman SIRVAN,Andrea GMELIN,Zanna KULIK,Ernestien BAKKER,Kvetoslava MATEJOVA,Tarja RISTANEN,Paolo PIZZOCARI,LAT,NOR,TUR,ROU,EST,NED,SVK,FIN,ITA
GPFRA_1011,MEN_FS,Vladislav PETUKHOV,Francis BETSCH,Weiguang CHEN,Jan HOFFMANN,Joyce D KOMPERDA,Andrea DERBY,Jarmila PORTOVA,Igor OBRAZTSOV,Yoshiko KOBAYASHI,UKR,FRA,CHN,GER,USA,CAN,CZE,RUS,JPN
OLY_1314,MEN_SP,Samuel AUXIER,Francoise DE RAPPARD,Guangying QIN,Stanislava SMIDOVA,Evgeni ROKHIN,Peter LEVIN,Anthony LEROY,Igor OBRAZTSOV,Christiane MOERTH,USA,BEL,CHN,CZE,UZB,SWE,FRA,RUS,AUT
WC_1718,MEN_SP,Anna SIEROCKA,Wei SHI,Kenji AMAKO,Saodat NUMANOVA,Tarja RISTANEN,Anna KANTOR,Susan BLATZ,Igor OBRAZTSOV,Peter RANKIN,POL,CHN,JPN,UZB,FIN,ISR,CAN,RUS,AUS
4CC_1819,MEN_SP,Samuel AUXIER,Eddy WU,Nadezhda PARETSKAIA,Sung-Hee KOH,Ariadna MORONES NEGRETE,Dan FANG,Susan BLATZ,Mami MAEDA,Peter RANKIN,USA,TWN,KAZ,KOR,MEX,CHN,CAN,JPN,AUS
GPCAN_1718,LADIES_SP,Tanay OZKAN SILAOGLU,Karen HOWARD,Roger GLENN,Massimo ORLANDINI,Francoise DE RAPPARD,Alison RYAN,Ayumi KOZUKA,Igor OBRAZTSOV,Tae Ri LEE,TUR,CAN,USA,ITA,BEL,AUS,JPN,RUS,KOR
GPCAN_1718,LADIES_FS,Tanay OZKAN SILAOGLU,Karen HOWARD,Roger GLENN,Massimo ORLANDINI,Francoise DE RAPPARD,Alison RYAN,Ayumi KOZUKA,Igor OBRAZTSOV,Tae Ri LEE,TUR,CAN,USA,ITA,BEL,AUS,JPN,RUS,KOR
GPCAN_1920,LADIES_SP,Agita ABELE,Elena FOMINA,Yu WANG,Christiane MILES,Pamela CHISLETT,Laila DAVIDSSON,Stefanie SCHMID MATHEWSON,Sakae YAMAMOTO,Tae Ri LEE,LAT,RUS,CHN,SUI,CAN,SWE,USA,JPN,KOR
GPCAN_1920,LADIES_FS,Agita ABELE,Elena FOMINA,Yu WANG,Christiane MILES,Pamela CHISLETT,Laila DAVIDSSON,Stefanie SCHMID MATHEWSON,Sakae YAMAMOTO,Tae Ri LEE,LAT,RUS,CHN,SUI,CAN,SWE,USA,JPN,KOR
GPCAN_1213,MEN_SP,Daniel DELFA,Leslie KEEN,Anne G SHEAN,Elisabeth LOUESDON,Prisca BINZ-MOSER,Daniela TACCANI,Kenji AMAKO,Igor OBRAZTSOV,Lone VILLEFRANCE,ESP,CAN,USA,FRA,SUI,ITA,JPN,RUS,DEN
GPCHN_1112,MEN_FS,Beth CRANE,Dan CHEN,Philippe MERIGUET,William S SMITH,Vera TAUCHMANOVA,Nobuhiko YOSHIOKA,Sung-Hee KOH,Julia ANDREEVA,Yu WANG,CAN,HKG,FRA,USA,CZE,JPN,KOR,RUS,CHN
GPFRA_1112,MEN_SP,Helene CUCUPHAT,Elke TREITZ,Mona JONSSON,Richard KOSINA,Wei SHI,Paula M NAUGHTON,Masako KUBOTA,Julia ANDREEVA,Karen HOWARD,FRA,GER,SWE,CZE,CHN,USA,JPN,RUS,CAN
GPCAN_1617,LADIES_SP,Lolita LABUNSKAIYA,Katarina HENRIKSSON,Kenji AMAKO,Feng HUANG,Andreas WALDECK,Saodat NUMANOVA,Anne CAMMETT,Chihee RHEE,Karen HOWARD,RUS,SWE,JPN,CHN,GER,UZB,USA,KOR,CAN
GPF_1819,LADIES_SP,Kristina LUNDGREN,Wei SHI,Salome CHIGOGIDZE,Tomie FUKUDOME,Jean SENFT,Jung Sue LEE,Marta OLOZAGARRE,Julia ANDREEVA,Pekka LESKINEN,USA,CHN,GEO,JPN,CAN,KOR,ESP,RUS,FIN
GPF_1819,LADIES_FS,Kristina LUNDGREN,Wei SHI,Salome CHIGOGIDZE,Tomie FUKUDOME,Jean SENFT,Jung Sue LEE,Marta OLOZAGARRE,Julia ANDREEVA,Pekka LESKINEN,USA,CHN,GEO,JPN,CAN,KOR,ESP,RUS,FIN
GPCHN_1617,LADIES_SP,Guona ZHAO,Karen BUTCHER,Samuel AUXIER,Claudia BRAMBATI,Mona JONSSON,Patricia MORITZ,Shizuko UGAKI,Julia ANDREEVA,Melody Tan Tan YIP,CHN,CAN,USA,ITA,SWE,AUS,JPN,RUS,HKG
GPJPN_1516,MEN_SP,Deborah CURRIE,Stanislava SMIDOVA,Jeff LUKASIK,Valerie GREUGNY,Mayumi KATO,Olga KOZHEMYAKINA,Patricia MORITZ,Yumin WANG,Melody Tan Tan YIP,USA,CZE,CAN,FRA,JPN,RUS,AUS,CHN,HKG
GPJPN_1516,LADIES_FS,Danuta DUBROWKO,Valerie GREUGNY,Julia ANDREEVA,Feng HUANG,Sakae YAMAMOTO,Christian BAUMANN,Andre-Marc ALLAIN,Deborah CURRIE,Melody Tan Tan YIP,POL,FRA,RUS,CHN,JPN,GER,CAN,USA,HKG
GPJPN_1819,LADIES_SP,Eddy WU,Alla SHEKHOVTSOVA,Ulla FAIG,Cynthia BENSON,Sakae YAMAMOTO,Mark STORTON,Sung-Hee KOH,Laurie JOHNSON,Fan YANG,TWN,RUS,GER,CAN,JPN,AUS,KOR,USA,CHN
GPJPN_1819,LADIES_FS,Eddy WU,Alla SHEKHOVTSOVA,Ulla FAIG,Cynthia BENSON,Sakae YAMAMOTO,Mark STORTON,Sung-Hee KOH,Laurie JOHNSON,Fan YANG,TWN,RUS,GER,CAN,JPN,AUS,KOR,USA,CHN
WC_1112,MEN_FS,Evgeni ROKHIN,Karin EHRHARDT,Ekaterina SEROVA,Eddy WU,Hailan JIANG,Ebru ANILDI,Sung-Hee KOH,Elena FOMINA,Inger ANDERSSON,UZB,AUT,BLR,TWN,CHN,TUR,KOR,RUS,SWE
GPJPN_1415,MEN_SP,Daniela TACCANI,Nobuhiko YOSHIOKA,Elena FOMINA,Beatrice PFISTER,Hal MARRON,Anja RIST,Sung-Hee KOH,Benoit LAVOIE,Weiguang CHEN,ITA,JPN,RUS,SUI,USA,GER,KOR,CAN,CHN
OLY_1718,MEN_SP,Daniel DELFA,Agita ABELE,Philippe MERIGUET,Saodat NUMANOVA,Sakae YAMAMOTO,Olga KOZHEMYAKINA,Elizabeth RYAN,Janice HUNTER,Weiguang CHEN,ESP,LAT,FRA,UZB,JPN,RUS,AUS,CAN,CHN
WC_1617,MEN_SP,Anna KANTOR,Dagmar LURZ-PROTT,Deborah NOYES,Daniel DELFA,Francoise DE RAPPARD,Margaret WORSFOLD,Saodat NUMANOVA,Gloria MORANDI,Weiguang CHEN,ISR,GER,AUS,ESP,BEL,GBR,UZB,ITA,CHN
4CC_1718,MEN_FS,Yuri GUSKOV,Na Young AHN,Angelique CLYDE-SMITH,Magdalena RUSIECKA,Masako KUBOTA,Leslie KEEN,Saodat NUMANOVA,Peggy GRAHAM,Weiguang CHEN,KAZ,KOR,AUS,POL,JPN,CAN,UZB,USA,CHN
GPJPN_1415,MEN_FS,Hal MARRON,Elena FOMINA,Anja RIST,Beatrice PFISTER,Benoit LAVOIE,Daniela TACCANI,Nobuhiko YOSHIOKA,Sung-Hee KOH,Weiguang CHEN,USA,RUS,GER,SUI,CAN,ITA,JPN,KOR,CHN
GPUSA_1011,LADIES_SP,Salome CHIGOGIDZE,Patricia HOUGHTON,Karen BUTCHER,Paula M NAUGHTON,Mayumi KATO,Merja KOSONEN,Chihee RHEE,Elisabeth LOUESDON,Tiziana MIORINI,GEO,FRA,CAN,USA,JPN,FIN,KOR,FRA,ITA
EC_1516,LADIES_SP,Daniel DELFA,Breda MARINSEK,Leena LAAKSONEN,Mona ADOLFSEN,Margo PAUW,Claire SHEPHERD,Mona JONSSON,Elisabeth LOUESDON,Edith SCHILLER,ESP,SLO,FIN,NOR,NED,GBR,SWE,FRA,AUT
GPRUS_1314,LADIES_FS,Kenji AMAKO,Alexei SHIRSHOV,Kristina LUNDGREN,Claudia BRAMBATI,Irina MEDVEDEVA,Julia ANDREEVA,David MUNOZ,Elisabeth LOUESDON,Andrea DERBY,JPN,BLR,USA,ITA,AZE,RUS,ESP,FRA,CAN
GPFRA_1819,LADIES_SP,Tiziana MORANDI,Ulla FAIG,Etsuko AZUMA,Kevin ROSENSTEIN,Janice HUNTER,Kristina HOUWING,Zivile ATKOCIUNIENE,Elisabeth LOUESDON,Olga KOZHEMYAKINA,ITA,GER,JPN,USA,CAN,SWE,LTU,FRA,RUS
GPFRA_1819,LADIES_FS,Tiziana MORANDI,Ulla FAIG,Etsuko AZUMA,Kevin ROSENSTEIN,Janice HUNTER,Kristina HOUWING,Zivile ATKOCIUNIENE,Elisabeth LOUESDON,Olga KOZHEMYAKINA,ITA,GER,JPN,USA,CAN,SWE,LTU,FRA,RUS
GPRUS_1213,LADIES_FS,Daniel DELFA,Noriko SHIROTA,Nikolai SALNIKOV,Attila SOOS,Leanna CARON,Anne CAMMETT,Mika SAARELAINEN,Peter LEVIN,Olga KOZHEMYAKINA,ESP,JPN,EST,HUN,CAN,USA,FIN,SWE,RUS
GPF_1819,MEN_SP,Jung Sue LEE,Jana BAUDYSOVA,Florence VUYLSTEKER,Doug WILLIAMS,Karen HOWARD,Masako KUBOTA,Merja KOSONEN,Raffaella LOCATELLI,Olga KOZHEMYAKINA,KOR,CZE,FRA,USA,CAN,JPN,FIN,ITA,RUS
GPF_1819,MEN_FS,Jung Sue LEE,Jana BAUDYSOVA,Florence VUYLSTEKER,Doug WILLIAMS,Karen HOWARD,Masako KUBOTA,Merja KOSONEN,Raffaella LOCATELLI,Olga KOZHEMYAKINA,KOR,CZE,FRA,USA,CAN,JPN,FIN,ITA,RUS
GPJPN_1819,MEN_SP,Leslie KEEN,Walter TOIGO,Laurie JOHNSON,Anastassiya MAKAROVA,Rui ZHAO,Sung-Hee KOH,Tomiko YAMADA,Agita ABELE,Olga KOZHEMYAKINA,CAN,ITA,USA,UKR,CHN,KOR,JPN,LAT,RUS
GPJPN_1819,MEN_FS,Leslie KEEN,Walter TOIGO,Laurie JOHNSON,Anastassiya MAKAROVA,Rui ZHAO,Sung-Hee KOH,Tomiko YAMADA,Agita ABELE,Olga KOZHEMYAKINA,CAN,ITA,USA,UKR,CHN,KOR,JPN,LAT,RUS
GPRUS_1112,LADIES_SP,Nikolai SALNIKOV,Mami MAEDA,Karen BUTCHER,Jana BAUDYSOVA,Leena KURRI,Saioa SANCHO,Sissy KRICK,Samuel AUXIER,Olga KOZHEMYAKINA,EST,JPN,CAN,CZE,FIN,ESP,GER,USA,RUS
GPCAN_1617,LADIES_FS,Lolita LABUNSKAIYA,Andreas WALDECK,Saodat NUMANOVA,Katarina HENRIKSSON,Karen HOWARD,Feng HUANG,Chihee RHEE,Anne CAMMETT,Kenji AMAKO,RUS,GER,UZB,SWE,CAN,CHN,KOR,USA,JPN
GPCHN_1415,LADIES_SP,Reaghan FAWCETT,Shizuko UGAKI,Yu WANG,Steve WINKLER,Elena FOMINA,Kristina HOUWING,Chihee RHEE,Kari-Anne OLSEN,Eddy WU,CAN,JPN,CHN,USA,RUS,SWE,KOR,NOR,TWN
GPCHN_1718,LADIES_SP,Daniel DELFA,Nobuhiko YOSHIOKA,Sviatoslav BABENKO,Akos PETHES,Xixia LIU,Andrea DERBY,Chihee RHEE,Lorrie PARKER,Nadezhda FIODOROVA,ESP,JPN,RUS,HUN,CHN,CAN,KOR,USA,BLR
GPCHN_1718,LADIES_FS,Daniel DELFA,Nobuhiko YOSHIOKA,Sviatoslav BABENKO,Akos PETHES,Xixia LIU,Andrea DERBY,Chihee RHEE,Lorrie PARKER,Nadezhda FIODOROVA,ESP,JPN,RUS,HUN,CHN,CAN,KOR,USA,BLR
GPFRA_1213,MEN_FS,Andrea DERBY,Tiziana MIORINI,Francoise DE RAPPARD,Maira ABASOVA,Vera TAUCHMANOVA,Francis BETSCH,Yumin WANG,Lorrie PARKER,Shizuko UGAKI,CAN,ITA,BEL,RUS,CZE,FRA,CHN,USA,JPN
GPCHN_1314,MEN_FS,Sissy KRICK,Julia ANDREEVA,Yuri GUSKOV,Guangying QIN,Leslie KEEN,Hal MARRON,Anthony LEROY,Dan CHEN,Shizuko UGAKI,GER,RUS,KAZ,CHN,CAN,USA,FRA,HKG,JPN
GPCHN_1617,MEN_FS,Sandra WILLIAMSON-LEADLEY,Albert ZAYDMAN,Marketa HORKLOVA,Jeff LUKASIK,Igor OBRAZTSOV,Samuel AUXIER,Weiguang CHEN,Malgorzata SOBKOW,Shizuko UGAKI,NZL,ISR,CZE,CAN,RUS,USA,CHN,POL,JPN
4CC_1011,LADIES_SP,Eddy WU,Guangying QIN,Neil GARRARD,Deborah CURRIE,Sung-Hee KOH,Karen HOWARD,Slobodan DELIC,Catherine L TAYLOR,Shizuko UGAKI,TWN,CHN,ZAF,USA,KOR,CAN,SRB,AUS,JPN
GPFRA_1213,LADIES_SP,Maira ABASOVA,Yumin WANG,Francoise DE RAPPARD,Tiziana MIORINI,Shizuko UGAKI,Sally REHORICK,Jan HOFFMANN,Lorrie PARKER,Thierry MONMINOUX,RUS,CHN,BEL,ITA,JPN,CAN,GER,USA,FRA
