comp_id,event,j1_name,j2_name,j3_name,j4_name,j5_name,j6_name,j7_name,j8_name,j9_name,j1_nat,j2_nat,j3_nat,j4_nat,j5_nat,j6_nat,j7_nat,j8_nat,j9_nat
EC_1819,MEN_SP,Lise ROSTO JENSEN,Agnieszka SWIDERSKA,Nadezhda FIODOROVA,Osman SIRVAN,Saioa SANCHO,Pernilla BOHLING,Elizabeth LITTLER,Irina MEDVEDEVA,Zanna KULIK,NOR,POL,BLR,TUR,ESP,FIN,GBR,AZE,EST
GPF_1920,LADIES_SP,Tomie FUKUDOME,Chihee RHEE,Marta OLOZAGARRE,Peter VOTH,Deborah ISLAM,Anthony LEROY,Peggy GRAHAM,Marco BUTTARELLI,Elena FOMINA,JPN,KOR,ESP,GER,CAN,FRA,USA,ITA,RUS
GPF_1920,LADIES_FS,Tomie FUKUDOME,Chihee RHEE,Marta OLOZAGARRE,Peter VOTH,Deborah ISLAM,Anthony LEROY,Peggy GRAHAM,Marco BUTTARELLI,Elena FOMINA,JPN,KOR,ESP,GER,CAN,FRA,USA,ITA,RUS
GPJPN_1213,MEN_SP,Saioa SANCHO,Volker WALDECK,Hailan JIANG,Jeff LUKASIK,Nobuhiko YOSHIOKA,Pierre DE LACROIX,Doug WILLIAMS,Marco BUTTARELLI,Elena FOMINA,ESP,GER,CHN,CAN,JPN,FRA,USA,ITA,RUS
GPCHN_1415,LADIES_FS,Reaghan FAWCETT,Chihee RHEE,Yu WANG,Kristina HOUWING,Shizuko UGAKI,Eddy WU,Kari-Anne OLSEN,Steve WINKLER,Elena FOMINA,CAN,KOR,CHN,SWE,JPN,TWN,NOR,USA,RUS
GPCAN_1213,LADIES_SP,Igor OBRAZTSOV,Kenji AMAKO,Marta OLOZAGARRE,Kerstin KIMMINUS,Lone VILLEFRANCE,Nicole LEBLANC-RICHARD,Anne G SHEAN,Kristina HOUWING,Salome CHIGOGIDZE,RUS,JPN,ESP,GER,DEN,CAN,USA,SWE,GEO
GPUSA_1819,MEN_SP,Patty KLEIN,Stanislava SMIDOVA,Alexei BELETSKI,Francis BETSCH,Wendy ENZMANN,Yu WANG,Franco BENINI,Maira ABASOVA,Salome CHIGOGIDZE,CAN,CZE,ISR,FRA,USA,CHN,ITA,RUS,GEO
GPUSA_1819,MEN_FS,Patty KLEIN,Stanislava SMIDOVA,Alexei BELETSKI,Francis BETSCH,Wendy ENZMANN,Yu WANG,Franco BENINI,Maira ABASOVA,Salome CHIGOGIDZE,CAN,CZE,ISR,FRA,USA,CHN,ITA,RUS,GEO
EC_1112,LADIES_FS,Allan BOEHM,Anastasia PAPAGIANNOPOULOU,Gloria MORANDI,Mona JONSSON,Francoise DE RAPPARD,Yury KLIUSHNIKOV,Krunoslava CUMIC,Nadezhda FIODOROVA,Salome CHIGOGIDZE,SVK,GRE,ITA,SWE,BEL,AZE,ISU,BLR,GEO
EC_1920,MEN_FS,Natalia KRUGLOVA,Eva SZILAGYI,Lise ROSTO JENSEN,Marta OLOZAGARRE,Carmen LAUN,Agnieszka SWIDERSKA,Kvetoslava MATEJOVA,Kadi ZVIRIK,Salome CHIGOGIDZE,UKR,HUN,NOR,ESP,GER,POL,SVK,EST,GEO
WC_1213,LADIES_FS,Gavril VELCHEV,Nikolai SALNIKOV,Helle LYNGBERG,Marta OLOZAGARRE,Dagmar LURZ-PROTT,Neil GARRARD,Patricia HOUGHTON,Christine BLANC,Salome CHIGOGIDZE,ISU,EST,ISU,ESP,GER,ZAF,FRA,SUI,GEO
EC_1718,MEN_SP,Mary CHAPMAN,Hanna THEN,Hege ROSTO JENSEN,Ulla FAIG,Kadi ZVIRIK,Marjo KANKAANRANTA,Adriana DOMANSKA,Senem AHISKAL,Salome CHIGOGIDZE,GBR,POL,NOR,GER,EST,FIN,SVK,TUR,GEO
GPUSA_1617,LADIES_SP,Chihee RHEE,Robert ROSENBLUTH,Mayumi KATO,Sviatoslav BABENKO,Franco BENINI,Anthony LEROY,Agita ABELE,Cynthia BENSON,Tanay OZKAN SILAOGLU,KOR,USA,JPN,RUS,ITA,FRA,LAT,CAN,TUR
GPF_1314,MEN_SP,Alla SHEKHOVTSOVA,Daniel DELFA,Karen BUTCHER,Florence VUYLSTEKER,Samuel AUXIER,Sakae YAMAMOTO,Yumin WANG,Jarmila PORTOVA,Elke TREITZ,RUS,ESP,CAN,FRA,USA,JPN,CHN,CZE,GER
WC_1213,MEN_SP,Elena FOMINA,Anna SIEROCKA,Senem AHISKAL,Anthony LEROY,Karin EHRHARDT,Nadezhda FIODOROVA,Nobuhiko YOSHIOKA,Jarmila PORTOVA,Volker WALDECK,RUS,POL,TUR,FRA,AUT,BLR,JPN,CZE,GER
GPRUS_1213,MEN_SP,Alexei SHIRSHOV,Daniel DELFA,Yuri GUSKOV,Benoit LAVOIE,Anne CAMMETT,Igor OBRAZTSOV,Noriko SHIROTA,Jarmila PORTOVA,Mika SAARELAINEN,BLR,ESP,KAZ,CAN,USA,RUS,JPN,CZE,FIN
GPCHN_1516,LADIES_SP,Kenji AMAKO,Allan BOEHM,Malgorzata SOBKOW,Lorrie PARKER,Dan CHEN,Sung-Hee KOH,Yumin WANG,Eddy WU,Lolita LABUNSKAIYA,JPN,SVK,POL,USA,HKG,KOR,CHN,TWN,RUS
GPCAN_1314,LADIES_FS,Taffy HOLLIDAY,Guangying QIN,Marta OLOZAGARRE,Yukiko OKABE,Christiane MILES,Leena KURRI,Beth CRANE,Rolf PIPOH,Lolita LABUNSKAIYA,USA,CHN,ESP,JPN,SUI,FIN,CAN,GER,RUS
WC_1617,MEN_FS,Daniel DELFA,Weiguang CHEN,Olga KOZHEMYAKINA,Anna KANTOR,Jeff LUKASIK,Na Young AHN,Deborah NOYES,Igor FEDCHENKO,Margaret WORSFOLD,ESP,CHN,RUS,ISR,CAN,KOR,AUS,UKR,GBR
WC_1314,LADIES_SP,Diana BARBACCI LEVY,Zanna KULIK,Bernhard JUST,Kristina HOUWING,Cynthia BENSON,Francoise DE RAPPARD,Deborah NOYES,Dagmar LURZ-PROTT,Elizabeth LITTLER,SUI,EST,AUT,SWE,CAN,BEL,AUS,GER,GBR
GPUSA_1415,LADIES_FS,Julia ANDREEVA,Tomie FUKUDOME,Kylie Anne YACOPETTI,Peggy GRAHAM,Anastassia MAKAROVA,Na Young AHN,Philippe MERIGUET,Wei SHI,Peter LEVIN,RUS,JPN,AUS,USA,UKR,KOR,FRA,CHN,SWE
GPCHN_1314,LADIES_SP,Alla SHEKHOVTSOVA,Anne G SHEAN,Chihee RHEE,Yu WANG,Tiziana MIORINI,Shizuko UGAKI,Dan CHEN,Maria OLESINSKA,Peter LEVIN,RUS,USA,KOR,CHN,ITA,JPN,HKG,POL,SWE
GPF_1617,MEN_SP,Ayumi KOZUKA,Marta OLOZAGARRE,Lorrie PARKER,Anna KANTOR,Julia ANDREEVA,Beth CRANE,Philippe MERIGUET,Jung-Sue LEE,Feng HUANG,JPN,ESP,USA,ISR,RUS,CAN,FRA,KOR,CHN
GPF_1213,LADIES_SP,Philippe MERIGUET,Chihee RHEE,Merja KOSONEN,Karen BUTCHER,Robert ROSENBLUTH,Paolo PIZZOCARI,Yukiko OKABE,Alla SHEKHOVTSOVA,Feng HUANG,FRA,KOR,FIN,CAN,USA,ITA,JPN,RUS,CHN
GPF_1415,LADIES_FS,Leslie KEEN,Attila SOOS,Elena FOMINA,Daniel DELFA,Valerie GREUGNY,Tomie FUKUDOME,Allan BOEHM,Tamie CAMPBELL,Feng HUANG,CAN,HUN,RUS,ESP,FRA,JPN,SVK,USA,CHN
4CC_1415,MEN_SP,Antica GRUBISIC,Mona JONSSON,Yukiko OKABE,Deborah CURRIE,Elizabeth RYAN,Yuri GUSKOV,Janice HUNTER,Jung-Sue LEE,Guangying QIN,CRO,SWE,JPN,USA,AUS,KAZ,CAN,KOR,CHN
GPCHN_1415,MEN_FS,Eddy WU,Steve WINKLER,Alla SHEKHOVTSOVA,Albert ZAYDMAN,Shizuko UGAKI,Saodat NUMANOVA,Nicole LEBLANC-RICHARD,Ludwig CZOCZEK,Guangying QIN,TWN,USA,RUS,ISR,JPN,UZB,CAN,GER,CHN
GPF_1516,LADIES_SP,Albert ZAYDMAN,Saioa SANCHO,Kenji AMAKO,Roger GLENN,Jeff LUKASIK,Igor OBRAZTSOV,Anastassia MAKAROVA,Florence VUYLSTEKER,Guangying QIN,ISR,ESP,JPN,USA,CAN,RUS,UKR,FRA,CHN
GPUSA_1011,MEN_SP,Merja KOSONEN,Hal MARRON,Yukiko OKABE,Karin EHRHARDT,Aigul KUANISHEVA,Emilie BILLOW,Ann MUESING,Jeff LUKASIK,Guangying QIN,FIN,USA,JPN,AUT,KAZ,SWE,BEL,CAN,CHN
WC_1415,MEN_SP,Anna KANTOR,Daniela CAVELLI,Igor OBRAZTSOV,Inger ANDERSSON,Yuri GUSKOV,Francoise DE RAPPARD,Vladislav PETUKHOV,Aniela HEBEL-SZMAK,Guangying QIN,ISR,ITA,RUS,SWE,KAZ,BEL,UKR,POL,CHN
WC_1112,LADIES_FS,Georg KRUMMENACHER,Zsuzsanna VIKARNE-HOMOLYA,Andrea GMELIN,Yury KLIUSHNIKOV,Breda MARINSEK,Senem AHISKAL,Rolf PIPOH,Elizabeth LITTLER,Guangying QIN,SUI,HUN,ROU,AZE,SLO,TUR,GER,GBR,CHN
EC_1213,MEN_FS,Francoise DE RAPPARD,Saioa SANCHO,Kersten BELLMANN,Margaret WORSFOLD,Anna KANTOR,Thomas BIEGLER,Philippe MERIGUET,Hanna THEN,Ekaterina SEROVA,BEL,ESP,GER,GBR,ISR,AUT,FRA,POL,BLR
GPUSA_1718,MEN_SP,Alexei BELETSKI,So Young AN,Weiguang CHEN,Elke TREITZ,Yoko KUNO,Sasha MARTINEZ,Sviatoslav BABENKO,Wendy ENZMANN,Jodi ABBOTT,ISR,KOR,CHN,GER,JPN,MEX,RUS,USA,CAN
GPUSA_1718,MEN_FS,Alexei BELETSKI,So Young AN,Weiguang CHEN,Elke TREITZ,Yoko KUNO,Sasha MARTINEZ,Sviatoslav BABENKO,Wendy ENZMANN,Jodi ABBOTT,ISR,KOR,CHN,GER,JPN,MEX,RUS,USA,CAN
GPF_1011,LADIES_FS,Tomie FUKUDOME,Alla SHEKHOVTSOVA,Guangying QIN,Samuel AUXIER,Paolo PIZZOCARI,Leena LAAKSONEN,Francis BETSCH,Yuri KLIUSHNIKOV,Jodi ABBOTT,JPN,RUS,CHN,USA,ITA,FIN,FRA,UKR,CAN
GPJPN_1112,LADIES_FS,Elena FOMINA,Leslie KEEN,Salome CHIGOGIDZE,Elisabeth LOUESDON,Evgeni ROKHIN,Tarja RISTANEN,Tomiko YAMADA,Wendy ENZMANN,Tricia MORITZ,RUS,CAN,GEO,FRA,UZB,FIN,JPN,USA,AUS
GPUSA_1112,LADIES_FS,Mayumi KATO,Olga KOZHEMYAKINA,Salome CHIGOGIDZE,Hely ABBONDATI,Volker WALDECK,Susanne WAHLSTROEM,Claudia BRAMBATI,Wendy ENZMANN,Elizabeth CLARK,JPN,RUS,GEO,FIN,GER,SWE,ITA,USA,CAN
GPRUS_1920,LADIES_SP,Elisabeth BINDER,Antony GREVISSE,Rui ZHAO,Todd BROMLEY,Miwako ANDO,Helene CUCUPHAT,Sviatoslav BABENKO,Yury KLIUSHNIKOV,Donatella LEONELLI,AUT,BEL,CHN,USA,JPN,FRA,RUS,AZE,SUI
GPRUS_1920,LADIES_FS,Elisabeth BINDER,Antony GREVISSE,Rui ZHAO,Todd BROMLEY,Miwako ANDO,Helene CUCUPHAT,Sviatoslav BABENKO,Yury KLIUSHNIKOV,Donatella LEONELLI,AUT,BEL,CHN,USA,JPN,FRA,RUS,AZE,SUI
GPF_1314,LADIES_FS,Jarmila PORTOVA,Ulla FAIG,Yury BALKOV,Alla SHEKHOVTSOVA,Feng HUANG,Jodi ABBOTT,Paolo PIZZOCARI,Mami MAEDA,Gale TANGER,CZE,GER,UKR,RUS,CHN,CAN,ITA,JPN,USA
GPFRA_1112,MEN_FS,Mona JONSSON,Wei SHI,Helene CUCUPHAT,Elke TREITZ,Julia ANDREEVA,Masako KUBOTA,Richard KOSINA,Karen HOWARD,Paula M NAUGHTON,SWE,CHN,FRA,GER,RUS,JPN,CZE,CAN,USA
OLY_1314,LADIES_FS,Birgit FOELL,Yury BALKOV,Franco BENINI,Zanna KULIK,Nobuhiko YOSHIOKA,Alla SHEKHOVTSOVA,Helene CUCUPHAT,Karen HOWARD,Adriana DOMANSKA,GER,UKR,ITA,EST,JPN,RUS,FRA,CAN,SVK
GPUSA_1314,LADIES_SP,Massimo ORLANDINI,Wendy LANGTON,Mona JONSSON,Salome CHIGOGIDZE,Florence VUYLSTEKER,Robert ROSENBLUTH,Alexander KOGAN,Karen HOWARD,Mayumi KATO,ITA,AUS,SWE,GEO,FRA,USA,RUS,CAN,JPN
GPCAN_1112,MEN_FS,Yuri GUSKOV,Yukiko OKABE,Valerie GREUGNY,Daniel DELFA,Kitty DELIO LAFORTE,Karen HOWARD,Heinz-Ulrich WALTHER,Katarina HENRIKSSON,Christine BLANC,KAZ,JPN,FRA,ESP,USA,CAN,GER,SWE,SUI
GPCHN_1112,LADIES_FS,William S SMITH,Marco BUTTARELLI,Yu WANG,Ludmila MIKHAILOVSKAYA,Alla SHEKHOVTSOVA,Philippe MERIGUET,Evgeni ROKHIN,Noriko SHIROTA,Mark STORTON,USA,ITA,CHN,UKR,RUS,FRA,UZB,JPN,AUS
WC_1112,LADIES_SP,Andrea GMELIN,Saioa SANCHO,Elizabeth LITTLER,Zsuzsanna VIKARNE-HOMOLYA,Rolf PIPOH,Georg KRUMMENACHER,Francoise DE RAPPARD,Yukiko OKABE,Senem AHISKAL,ROU,ESP,GBR,HUN,GER,SUI,BEL,JPN,TUR
GPCAN_1314,MEN_FS,Benoit LAVOIE,Daniel DELFA,Leena KURRI,Anja RIST,Taffy HOLLIDAY,Vera TAUCHMANOVA,Jeroen PRINS,Yukiko OKABE,Walter TOIGO,CAN,ESP,FIN,GER,USA,CZE,NED,JPN,ITA
EC_1112,MEN_SP,Bernhard JUST,Francoise DE RAPPARD,Ingrid Charlotte WOLTER,Patricia HOUGHTON,Senem AHISKAL,Lone VILLEFRANCE,Kristina HOUWING,Vladislav PETUKHOV,Franco BENINI,AUT,BEL,GER,FRA,TUR,DEN,SWE,UKR,ITA
GPFRA_1011,LADIES_FS,Feng HUANG,Hely ABBONDATI,Joyce D KOMPERDA,Marta OLOZAGARRE,Jodi ABBOTT,Igor OBRAZTSOV,Anne HARDY-THOMAS,Yoshiko KOBAYASHI,Franco BENINI,CHN,FIN,USA,ESP,CAN,RUS,FRA,JPN,ITA
GPJPN_1011,MEN_FS,Alexander KOGAN,Tomiko YAMADA,Yuri GUSKOV,Lorrie PARKER,Kristina HOUWING,Tianyi ZHANG,Francoise DE RAPPARD,Florence VUYLSTEKER,Beth CRANE,RUS,JPN,KAZ,USA,SWE,CHN,BEL,FRA,CAN
GPCAN_1516,LADIES_FS,Sviatoslav BABENKO,Inger ANDERSSON,Massimo ORLANDINI,Salome CHIGOGIDZE,Shizuko UGAKI,Doug WILLIAMS,Lone AMSTRUP LINNEMANN,Nadezhda PARETSKAIA,Beth CRANE,RUS,SWE,ITA,GEO,JPN,USA,DEN,KAZ,CAN
4CC_1920,LADIES_FS,Todd BROMLEY,Yu WANG,Ko-Man TING,Sung-Hee KOH,Angelique CLYDE-SMITH,Ariadna MORONES NEGRETE,Ayumi KOZUKA,Yuriy GUSKOV,Beth CRANE,USA,CHN,TWN,KOR,AUS,MEX,JPN,KAZ,CAN
4CC_1920,LADIES_SP,Sung-Hee KOH,Angelique CLYDE-SMITH,Todd BROMLEY,Ayumi KOZUKA,Ko-Man TING,Ariadna MORONES NEGRETE,Yu WANG,Yuriy GUSKOV,Beth CRANE,KOR,AUS,USA,JPN,TWN,MEX,CHN,KAZ,CAN
EC_1516,LADIES_FS,Daniel DELFA,Christine BLANC,Adriana ORDEANU,Margo PAUW,Leena LAAKSONEN,Elisabeth LOUESDON,Nikolai IANEV,Claire SHEPHERD,Dagmar LURZ-PROTT,ESP,SUI,ROM,NED,FIN,FRA,ISU,GBR,GER
WC_1011,MEN_FS,Diana STEVENS,Julia ANDREEVA,Daniel DELFA,Elizabeth RYAN,Beatrice PFISTER,Paula M NAUGHTON,Maria MILLER,Tatiana YORDANOVA,Zsuzsanna VIKARNE-HOMOLYA,GBR,RUS,ESP,AUS,SUI,USA,ISU,BUL,HUN
GPUSA_1617,MEN_SP,Cynthia BENSON,Lisa JELINEK,Maira ABASOVA,Franco BENINI,Tianyi ZHANG,Yuri GUSKOV,Masako KUBOTA,Alexei BELETSKI,Kristina LUNDGREN,CAN,AUS,RUS,ITA,CHN,KAZ,JPN,ISR,USA
GPRUS_1415,LADIES_FS,Elke TREITZ,Katarina HENRIKSSON,Jung-Sue LEE,Olga KOZHEMYAKINA,Irina MEDVEDEVA,Attila SOOS,Mayumi KATO,Andre-Marc ALLAIN,Kristina LUNDGREN,GER,SWE,KOR,RUS,AZE,HUN,JPN,CAN,USA
4CC_1213,MEN_SP,Na Young AHN,Ayumi KOZUKA,Evgeni ROKHIN,Jia YAO,Gale TANGER,Saioa SANCHO,Lisa JELINEK,Jeff LUKASIK,Ariadna MORONES NEGRETE,KOR,JPN,UZB,CHN,USA,ESP,AUS,CAN,MEX
4CC_1314,LADIES_SP,Neil GARRARD,Weiguang CHEN,Masako KUBOTA,Na Young AHN,Susan BLATZ,Susan PETRICEVIC,Joanna MILLER,Paula M NAUGHTON,Ariadna MORONES NEGRETE,ZAF,CHN,JPN,KOR,CAN,NZL,AUS,USA,MEX
GPJPN_1213,MEN_FS,Marco BUTTARELLI,Saioa SANCHO,Elena FOMINA,Volker WALDECK,Pierre DE LACROIX,Doug WILLIAMS,Nobuhiko YOSHIOKA,Jeff LUKASIK,Hailan JIANG,ITA,ESP,RUS,GER,FRA,USA,JPN,CAN,CHN
GPF_1011,MEN_SP,Yukiko OKABE,Jarmila PORTOVA,Francis BETSCH,Roger GLENN,Deborah ISLAM,Francoise DE RAPPARD,Elena FOMINA,Ulf DENZER,Hailan JIANG,JPN,CZE,FRA,USA,CAN,BEL,RUS,GER,CHN
GPCAN_1011,MEN_FS,Saioa SANCHO,Sissy KRICK,Marina SANAYA,Cynthia BENSON,Todd BROMLEY,Noriko SHIROTA,Mona JONSSON,Walter TOIGO,Valerie GREUGNY,ESP,GER,RUS,CAN,USA,JPN,SWE,ITA,FRA
GPCAN_1314,MEN_SP,Anja RIST,Benoit LAVOIE,Jeroen PRINS,Yukiko OKABE,Leena KURRI,Vera TAUCHMANOVA,Daniel DELFA,Walter TOIGO,Taffy HOLLIDAY,GER,CAN,NED,JPN,FIN,CZE,ESP,ITA,USA
4CC_1516,LADIES_FS,Susan PETRICEVIC,Neil GARRARD,Na Young AHN,Wendy ENZMANN,Sakae YAMAMOTO,Yumin WANG,Sasha MARTINEZ,Nicole LEBLANC-RICHARD,Angelique CLYDE-SMITH,NZL,ZAF,KOR,USA,JPN,CHN,MEX,CAN,AUS
WC_1213,LADIES_SP,Neil GARRARD,Osman SIRVAN,Pekka LESKINEN,Dagmar LURZ-PROTT,Salome CHIGOGIDZE,Gavril VELCHEV,Marta OLOZAGARRE,Tomiko YAMADA,Nikolai SALNIKOV,ZAF,TUR,FIN,GER,GEO,ISU,ESP,JPN,EST
EC_1415,MEN_SP,Halina GORDON POLTORAK,Daniel DELFA,Mona ADOLFSEN,Francoise DE RAPPARD,Yury KLIUSHNIKOV,Ursula STAHL,Adriana ORDEANU,Lenka BOHUNICKA,Nikolai SALNIKOV,POL,ESP,NOR,BEL,AZE,AUT,ROM,SVK,EST
GPJPN_1617,MEN_FS,Anna KANTOR,Christiane MOERTH,Walter TOIGO,Olga KOZHEMYAKINA,Allan BOEHM,Leanna CARON,Roger GLENN,Tomiko YAMADA,Irina KOMARNICKA,ISR,AUT,ITA,RUS,SVK,CAN,USA,JPN,LAT
GPF_1112,MEN_FS,Francis BETSCH,Robert ROSENBLUTH,Sakae YAMAMOTO,Yury KLIUSHNIKOV,Leanna CARON,Yumin WANG,Daniel DELFA,Alla SHEKHOVTSOVA,Jarmila PORTOVA,FRA,USA,JPN,AZE,CAN,CHN,ESP,RUS,CZE
GPF_1112,LADIES_FS,Karen HOWARD,Julia ANDREEVA,Deveny DECK,Tomie FUKUDOME,Jan HOFFMANN,Laimute KRAUZIENE,Feng HUANG,Massimo ORLANDINI,Jarmila PORTOVA,CAN,RUS,USA,JPN,GER,LTU,CHN,ITA,CZE
GPF_1314,LADIES_SP,Yury BALKOV,Mami MAEDA,Gale TANGER,Paolo PIZZOCARI,Ulla FAIG,Feng HUANG,Alla SHEKHOVTSOVA,Jodi ABBOTT,Jarmila PORTOVA,UKR,JPN,USA,ITA,GER,CHN,RUS,CAN,CZE
GPCAN_1516,MEN_FS,Andrea DERBY,Maira ABASOVA,Chihee RHEE,Shizuko UGAKI,Walter TOIGO,Vera TAUCHMANOVA,Daniel DELFA,Christiane MOERTH,Doug WILLIAMS,CAN,RUS,KOR,JPN,ITA,CZE,ESP,AUT,USA
GPCHN_1617,MEN_SP,Jeff LUKASIK,Albert ZAYDMAN,Weiguang CHEN,Igor OBRAZTSOV,Shizuko UGAKI,Samuel AUXIER,Sandra WILLIAMSON-LEADLEY,Marketa HORKLOVA,Malgorzata SOBKOW,CAN,ISR,CHN,RUS,JPN,USA,NZL,CZE,POL
GPUSA_1516,MEN_SP,Weiguang CHEN,Anna KANTOR,Alexandra FORD,Nobuhiko YOSHIOKA,Igor OBRAZTSOV,Yuri GUSKOV,Todd BROMLEY,Anthony LEROY,Nicole LEBLANC-RICHARD,CHN,ISR,AUS,JPN,RUS,KAZ,USA,FRA,CAN
GPCHN_1415,MEN_SP,Guangying QIN,Eddy WU,Saodat NUMANOVA,Alla SHEKHOVTSOVA,Ludwig CZOCZEK,Shizuko UGAKI,Albert ZAYDMAN,Steve WINKLER,Nicole LEBLANC-RICHARD,CHN,TWN,UZB,RUS,GER,JPN,ISR,USA,CAN
EC_1920,MEN_SP,Salome CHIGOGIDZE,Ebru ANILDI,Lise ROSTO JENSEN,Agita ABELE,Natalia KRUGLOVA,Kvetoslava MATEJOVA,Marta OLOZAGARRE,Anthony LEROY,Carmen LAUN,GEO,TUR,NOR,LAT,UKR,SVK,ESP,FRA,GER
GPRUS_1617,MEN_FS,Nobuhiko YOSHIOKA,Wendy ENZMANN,Anna KANTOR,Philippe MERIGUET,Agita ABELE,Janice HUNTER,David MUNOZ,Emilie BILLOW,Tatiana SHARKINA,JPN,USA,ISR,FRA,LAT,CAN,ESP,SWE,RUS
GPFRA_1516,MEN_SP,Yukiko OKABE,Saodat NUMANOVA,Roger GLENN,Xixia LIU,Benoit LAVOIE,Yuri GUSKOV,Olga KOZHEMYAKINA,Prisca BINZ-MOSER,Elisabeth LOUESDON,JPN,UZB,USA,CHN,CAN,KAZ,RUS,SUI,FRA
GPRUS_1314,MEN_SP,Nobuhiko YOSHIOKA,Kristina LUNDGREN,David MUNOZ,Leslie KEEN,Vladislav PETUKHOV,Elke TREITZ,Igor OBRAZTSOV,Alexei SHIRSHOV,Elisabeth LOUESDON,JPN,USA,ESP,CAN,UKR,GER,RUS,BLR,FRA
GPRUS_1011,LADIES_SP,Igor OBRAZTSOV,Zanna KULIK,Tiziana MORANDI,Masako KUBOTA,Leslie KEEN,Lenka BOHUNICKA,Helene CUCUPHAT,Diana BARBACCI LEVY,Anne CAMMETT,RUS,EST,ITA,JPN,CAN,SVK,FRA,SUI,USA
GPFRA_1314,LADIES_FS,Marjo KANKAANRANTA,Katarina HENRIKSSON,Robert ROSENBLUTH,Alla SHEKHOVTSOVA,Yoshiko KOBAYASHI,Jodi ABBOTT,Helene CUCUPHAT,Brigitte WENDT,Gloria MORANDI,FIN,SWE,USA,RUS,JPN,CAN,FRA,GER,ITA
EC_1819,MEN_FS,Osman SIRVAN,Agnieszka SWIDERSKA,Zanna KULIK,Saioa SANCHO,Pernilla BOHLING,Marketa HORKLOVA,Igor OBRAZTSOV,Irina MEDVEDEVA,Gloria MORANDI,TUR,POL,EST,ESP,FIN,CZE,RUS,AZE,ITA
4CC_1819,MEN_FS,Sung-Hee KOH,Mami MAEDA,Eddy WU,Nadezhda PARETSKAIA,Samuel AUXIER,Susan BLATZ,Ariadna MORONES NEGRETE,Peter RANKIN,Dan FANG,KOR,JPN,TWN,KAZ,USA,CAN,MEX,AUS,CHN
GPRUS_1819,MEN_SP,Tomie FUKUDOME,Salome CHIGOGIDZE,Anja RIST,Katarina HENRIKSSON,Tatiana SHARKINA,Joanna MILLER,Deborah CURRIE,Claudia BRAMBATI,Lynne DEY,JPN,GEO,GER,SWE,RUS,AUS,USA,ITA,CAN
GPRUS_1819,MEN_FS,Tomie FUKUDOME,Salome CHIGOGIDZE,Anja RIST,Katarina HENRIKSSON,Tatiana SHARKINA,Joanna MILLER,Deborah CURRIE,Claudia BRAMBATI,Lynne DEY,JPN,GEO,GER,SWE,RUS,AUS,USA,ITA,CAN
GPJPN_1516,LADIES_SP,Danuta DUBROWKO,Valerie GREUGNY,Julia ANDREEVA,Sakae YAMAMOTO,Melody Tan Tan YIP,Andre-Marc ALLAIN,Feng HUANG,Deborah CURRIE,Christian BAUMANN,POL,FRA,RUS,JPN,HKG,CAN,CHN,USA,GER
4CC_1718,LADIES_SP,Sasha MARTINEZ,Reaghan FAWCETT,Neil GARRARD,Kylie Anne YACOPETTI,So Young AN,Hailan JIANG,Shizuko UGAKI,Deborah CURRIE,Nadezhda PARETSKAIA,MEX,CAN,ZAF,AUS,KOR,CHN,JPN,USA,KAZ
4CC_1718,LADIES_FS,Reaghan FAWCETT,Deborah CURRIE,Sasha MARTINEZ,Hailan JIANG,So Young AN,Neil GARRARD,Shizuko UGAKI,Kylie Anne YACOPETTI,Nadezhda PARETSKAIA,CAN,USA,MEX,CHN,KOR,ZAF,JPN,AUS,KAZ
GPFRA_1819,MEN_SP,Agita ABELE,Reaghan FAWCETT,Maira ABASOVA,Bing HAN,Etsuko AZUMA,Kevin ROSENSTEIN,Marta OLOZAGARRE,Philippe MERIGUET,Anna KANTOR,LAT,CAN,RUS,CHN,JPN,USA,ESP,FRA,ISR
GPFRA_1819,MEN_FS,Agita ABELE,Reaghan FAWCETT,Maira ABASOVA,Bing HAN,Etsuko AZUMA,Kevin ROSENSTEIN,Marta OLOZAGARRE,Philippe MERIGUET,Anna KANTOR,LAT,CAN,RUS,CHN,JPN,USA,ESP,FRA,ISR
GPJPN_1415,LADIES_FS,Malgorzata SOBKOW,Jia YAO,Todd BROMLEY,Tomiko YAMADA,Jean SENFT,Alexander KOGAN,Natalie TAYLOR,Beatrice PFISTER,Leena KURRI,POL,CHN,USA,JPN,CAN,RUS,AUS,SUI,FIN
WC_1516,LADIES_SP,Igor PROKOP,Na Young AHN,Eva SZILAGYI,Jana BAUDYSOVA,Nicole VAN GERWEN-MAAS,Jean SENFT,Prisca BINZ-MOSER,Paolo PIZZOCARI,Leena KURRI,SVK,KOR,HUN,CZE,NED,CAN,SUI,ITA,FIN
GPCHN_1920,MEN_SP,Dan FANG,Walter TOIGO,Marjo KANKAANRANTA,Tatiana SHARKINA,Melody Tan Tan YIP,Cynthia BENSON,Roger GLENN,Jung Sue LEE,Tetsuo ABE,CHN,ITA,FIN,RUS,HKG,CAN,USA,KOR,JPN
GPCHN_1920,MEN_FS,Dan FANG,Walter TOIGO,Marjo KANKAANRANTA,Tatiana SHARKINA,Melody Tan Tan YIP,Cynthia BENSON,Roger GLENN,Jung Sue LEE,Tetsuo ABE,CHN,ITA,FIN,RUS,HKG,CAN,USA,KOR,JPN
