element,comp_id,skater_fullname,event,bv,goe,failed_req,invalid,num_spin_errors,date
FCSp3,GPCHN_1516,So Youn PARK,LADIES_FS,2.80,0.14,0,0,0,2015-11-05
CCoSp3p4,GPCHN_1516,So Youn PARK,LADIES_FS,3.50,0.64,0,0,0,2015-11-05
FCSp3,GPCHN_1516,Nicole RAJICOVA,LADIES_FS,2.80,0.57,0,0,0,2015-11-05
FCCoSp3p4,GPCHN_1516,Nicole RAJICOVA,LADIES_FS,3.50,0.57,0,0,0,2015-11-05
CCoSp3p4,GPCHN_1516,Nicole RAJICOVA,LADIES_FS,3.50,0.57,0,0,0,2015-11-05
FCSp4,GPCHN_1516,Courtney HICKS,LADIES_FS,3.20,0.71,0,0,0,2015-11-05
FCCoSp3p4,GPCHN_1516,Courtney HICKS,LADIES_FS,3.50,0.64,0,0,0,2015-11-05
CCoSp3p4,GPCHN_1516,Courtney HICKS,LADIES_FS,3.50,0.71,0,0,0,2015-11-05
FCSp3,GPCHN_1516,Zijun LI,LADIES_FS,2.80,0.21,0,0,0,2015-11-05
CCoSp3p3,GPCHN_1516,Zijun LI,LADIES_FS,3.00,0.50,0,0,0,2015-11-05
LSp3,GPCHN_1516,Zijun LI,LADIES_FS,2.40,0.43,0,0,0,2015-11-05
FCSp4,GPCHN_1516,Hannah MILLER,LADIES_FS,3.20,0.36,0,0,0,2015-11-05
LSp4,GPCHN_1516,Hannah MILLER,LADIES_FS,2.70,0.50,0,0,0,2015-11-05
CCoSp3p3,GPCHN_1516,Hannah MILLER,LADIES_FS,3.00,0.57,0,0,0,2015-11-05
FCSp4,GPCHN_1516,Ziquan ZHAO,LADIES_FS,3.20,0.43,0,0,0,2015-11-05
CCoSp3p4,GPCHN_1516,Ziquan ZHAO,LADIES_FS,3.50,0.21,0,0,0,2015-11-05
LSp4,GPCHN_1516,Ziquan ZHAO,LADIES_FS,2.70,0.57,0,0,0,2015-11-05
FCSp4,GPCHN_1516,Lu ZHENG,LADIES_FS,3.20,0.21,0,0,0,2015-11-05
CCoSp3p4,GPCHN_1516,Lu ZHENG,LADIES_FS,3.50,0.00,0,0,0,2015-11-05
LSp4,GPCHN_1516,Lu ZHENG,LADIES_FS,2.70,0.64,0,0,0,2015-11-05
FCSp3,GPCAN_1516,Daisuke MURAKAMI,MEN_SP,2.80,0.29,0,0,0,2015-10-29
CSSp4,GPCAN_1516,Daisuke MURAKAMI,MEN_SP,3.00,0.24,0,0,0,2015-10-29
CCoSp2p3,GPCAN_1516,Daisuke MURAKAMI,MEN_SP,2.50,0.64,0,0,0,2015-10-29
FSSp4,GPCAN_1516,Patrick CHAN,MEN_SP,3.00,0.64,0,0,0,2015-10-29
CCSp3,GPCAN_1516,Patrick CHAN,MEN_SP,2.80,0.64,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Patrick CHAN,MEN_SP,3.50,0.64,0,0,0,2015-10-29
FCSp4,GPCAN_1516,Adam RIPPON,MEN_SP,3.20,0.43,0,0,0,2015-10-29
CSSp4,GPCAN_1516,Adam RIPPON,MEN_SP,3.00,0.79,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Adam RIPPON,MEN_SP,3.50,1.14,0,0,0,2015-10-29
CSSp3,GPCAN_1516,Nam NGUYEN,MEN_SP,2.60,0.43,0,0,0,2015-10-29
FCSp4,GPCAN_1516,Nam NGUYEN,MEN_SP,3.20,-0.04,0,0,0,2015-10-29
CCoSp2p3,GPCAN_1516,Nam NGUYEN,MEN_SP,2.50,0.21,0,0,0,2015-10-29
CCSp2,GPCAN_1516,Michal BREZINA,MEN_SP,2.30,0.29,0,0,0,2015-10-29
FSSp1,GPCAN_1516,Michal BREZINA,MEN_SP,1.40,-0.10,1,0,1,2015-10-29
CCoSp3p4,GPCAN_1516,Michal BREZINA,MEN_SP,3.50,0.43,0,0,0,2015-10-29
CSSp4,GPCAN_1516,Yuzuru HANYU,MEN_SP,3.00,0.93,0,0,0,2015-10-29
FCSp4,GPCAN_1516,Yuzuru HANYU,MEN_SP,3.20,0.86,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Yuzuru HANYU,MEN_SP,3.50,1.00,0,0,0,2015-10-29
FCSp2,GPCAN_1516,Alexander PETROV,MEN_SP,1.60,-0.06,1,0,1,2015-10-29
CSSp4,GPCAN_1516,Alexander PETROV,MEN_SP,3.00,0.14,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Alexander PETROV,MEN_SP,3.50,0.36,0,0,0,2015-10-29
CCoSp3p3,GPCAN_1516,Jin Seo KIM,MEN_SP,3.00,0.00,0,0,0,2015-10-29
CSSp4,GPCAN_1516,Jin Seo KIM,MEN_SP,3.00,-0.10,0,0,0,2015-10-29
FCSp4,GPCAN_1516,Jin Seo KIM,MEN_SP,3.20,0.36,0,0,0,2015-10-29
FCSp3,GPCAN_1516,Sei KAWAHARA,MEN_SP,2.80,0.14,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Sei KAWAHARA,MEN_SP,3.50,0.07,0,0,0,2015-10-29
CSSp3,GPCAN_1516,Sei KAWAHARA,MEN_SP,2.60,-0.09,0,0,0,2015-10-29
FCSp3,GPCAN_1516,Keegan MESSING,MEN_SP,2.80,0.71,0,0,0,2015-10-29
CSSp4,GPCAN_1516,Keegan MESSING,MEN_SP,3.00,0.36,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Keegan MESSING,MEN_SP,3.50,0.71,0,0,0,2015-10-29
CCSp4,GPCAN_1516,Timothy DOLENSKY,MEN_SP,3.20,0.79,0,0,0,2015-10-29
FSSp4,GPCAN_1516,Timothy DOLENSKY,MEN_SP,3.00,0.79,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Timothy DOLENSKY,MEN_SP,3.50,1.21,0,0,0,2015-10-29
FCSp2,GPCAN_1516,June Hyoung LEE,MEN_SP,2.30,0.14,0,0,0,2015-10-29
CSSp3,GPCAN_1516,June Hyoung LEE,MEN_SP,2.60,-0.13,0,0,0,2015-10-29
CCoSp,GPCAN_1516,June Hyoung LEE,MEN_SP,0.00,0.00,0,0,0,2015-10-29
CCSp3,GPCAN_1516,Patrick CHAN,MEN_FS,2.80,0.93,0,0,0,2015-10-29
FSSp4,GPCAN_1516,Patrick CHAN,MEN_FS,3.00,0.86,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Patrick CHAN,MEN_FS,3.50,0.93,0,0,0,2015-10-29
FCCoSp3p4,GPCAN_1516,Yuzuru HANYU,MEN_FS,3.50,0.79,0,0,0,2015-10-29
FCSSp3,GPCAN_1516,Yuzuru HANYU,MEN_FS,2.60,0.43,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Yuzuru HANYU,MEN_FS,3.50,0.64,0,0,0,2015-10-29
CSSp4,GPCAN_1516,Daisuke MURAKAMI,MEN_FS,3.00,0.50,0,0,0,2015-10-29
FCSp4,GPCAN_1516,Daisuke MURAKAMI,MEN_FS,3.20,0.71,0,0,0,2015-10-29
CCoSp3p2,GPCAN_1516,Daisuke MURAKAMI,MEN_FS,2.50,0.36,0,0,0,2015-10-29
FCSSp4,GPCAN_1516,Nam NGUYEN,MEN_FS,3.00,0.43,0,0,0,2015-10-29
CCoSp3p3,GPCAN_1516,Nam NGUYEN,MEN_FS,3.00,0.21,0,0,0,2015-10-29
FCCoSp3p2,GPCAN_1516,Nam NGUYEN,MEN_FS,2.50,0.29,0,0,0,2015-10-29
FCSp3,GPCAN_1516,Adam RIPPON,MEN_FS,2.80,0.57,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Adam RIPPON,MEN_FS,3.50,0.86,0,0,0,2015-10-29
FCCoSp3p4,GPCAN_1516,Adam RIPPON,MEN_FS,3.50,1.07,0,0,0,2015-10-29
FCCoSp3p4,GPCAN_1516,Timothy DOLENSKY,MEN_FS,3.50,0.43,0,0,0,2015-10-29
CCSp3,GPCAN_1516,Timothy DOLENSKY,MEN_FS,2.80,0.29,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Timothy DOLENSKY,MEN_FS,3.50,1.21,0,0,0,2015-10-29
FCSp3,GPCAN_1516,Alexander PETROV,MEN_FS,2.80,0.36,0,0,0,2015-10-29
CSSp4,GPCAN_1516,Alexander PETROV,MEN_FS,3.00,0.29,0,0,0,2015-10-29
CCoSp3p2,GPCAN_1516,Alexander PETROV,MEN_FS,2.50,0.07,0,0,0,2015-10-29
FCCoSp3p3,GPCAN_1516,Michal BREZINA,MEN_FS,3.00,0.50,0,0,0,2015-10-29
FSSp4,GPCAN_1516,Michal BREZINA,MEN_FS,3.00,0.00,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Michal BREZINA,MEN_FS,3.50,0.36,0,0,0,2015-10-29
FCSp3,GPCAN_1516,Sei KAWAHARA,MEN_FS,2.80,0.07,0,0,0,2015-10-29
CSSp3,GPCAN_1516,Sei KAWAHARA,MEN_FS,2.60,-0.09,0,0,0,2015-10-29
CCoSp3p3,GPCAN_1516,Sei KAWAHARA,MEN_FS,3.00,0.29,0,0,0,2015-10-29
CSSp3,GPCAN_1516,Jin Seo KIM,MEN_FS,2.60,0.00,0,0,0,2015-10-29
FCSp4,GPCAN_1516,Jin Seo KIM,MEN_FS,3.20,0.29,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Jin Seo KIM,MEN_FS,3.50,0.43,0,0,0,2015-10-29
FCCoSp3p4,GPCAN_1516,Keegan MESSING,MEN_FS,3.50,0.79,0,0,0,2015-10-29
FSSp3,GPCAN_1516,Keegan MESSING,MEN_FS,2.60,0.57,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Keegan MESSING,MEN_FS,3.50,0.57,0,0,0,2015-10-29
FCSp3,GPCAN_1516,June Hyoung LEE,MEN_FS,2.80,-0.26,0,0,0,2015-10-29
CSSp3,GPCAN_1516,June Hyoung LEE,MEN_FS,2.60,-0.04,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,June Hyoung LEE,MEN_FS,3.50,0.00,0,0,0,2015-10-29
FSSp4,GPCAN_1516,Ashley WAGNER,LADIES_SP,3.00,0.64,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Ashley WAGNER,LADIES_SP,3.50,0.71,0,0,0,2015-10-29
LSp4,GPCAN_1516,Ashley WAGNER,LADIES_SP,2.70,0.79,0,0,0,2015-10-29
LSp4,GPCAN_1516,Yuka NAGAI,LADIES_SP,2.70,0.86,0,0,0,2015-10-29
FCSp3,GPCAN_1516,Yuka NAGAI,LADIES_SP,2.80,0.14,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Yuka NAGAI,LADIES_SP,3.50,0.86,0,0,0,2015-10-29
FCSp4,GPCAN_1516,Kanako MURAKAMI,LADIES_SP,3.20,0.43,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Kanako MURAKAMI,LADIES_SP,3.50,0.36,0,0,0,2015-10-29
LSp4,GPCAN_1516,Kanako MURAKAMI,LADIES_SP,2.70,0.64,0,0,0,2015-10-29
FCSp,GPCAN_1516,Kaetlyn OSMOND,LADIES_SP,0.00,0.00,0,0,0,2015-10-29
LSp4,GPCAN_1516,Kaetlyn OSMOND,LADIES_SP,2.70,0.71,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Kaetlyn OSMOND,LADIES_SP,3.50,0.86,0,0,0,2015-10-29
FSSp,GPCAN_1516,Polina EDMUNDS,LADIES_SP,0.00,0.00,0,0,0,2015-10-29
CCoSp2p1,GPCAN_1516,Polina EDMUNDS,LADIES_SP,1.70,0.86,0,0,0,2015-10-29
LSp4,GPCAN_1516,Polina EDMUNDS,LADIES_SP,2.70,0.86,0,0,0,2015-10-29
CCoSp3p3,GPCAN_1516,Joshi HELGESSON,LADIES_SP,3.00,0.36,0,0,0,2015-10-29
LSp4,GPCAN_1516,Joshi HELGESSON,LADIES_SP,2.70,0.29,0,0,0,2015-10-29
FCSp4,GPCAN_1516,Joshi HELGESSON,LADIES_SP,3.20,0.50,0,0,0,2015-10-29
FSSp3,GPCAN_1516,Elizaveta TUKTAMYSHEVA,LADIES_SP,1.80,0.00,1,0,1,2015-10-29
LSp3,GPCAN_1516,Elizaveta TUKTAMYSHEVA,LADIES_SP,2.40,0.50,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Elizaveta TUKTAMYSHEVA,LADIES_SP,3.50,0.64,0,0,0,2015-10-29
LSp4,GPCAN_1516,Gabrielle DALEMAN,LADIES_SP,2.70,0.43,0,0,0,2015-10-29
FCSp3,GPCAN_1516,Gabrielle DALEMAN,LADIES_SP,2.80,0.50,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Gabrielle DALEMAN,LADIES_SP,3.50,0.57,0,0,0,2015-10-29
FSSp4,GPCAN_1516,Veronik MALLET,LADIES_SP,3.00,0.17,0,0,0,2015-10-29
LSp3,GPCAN_1516,Veronik MALLET,LADIES_SP,2.40,0.07,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Veronik MALLET,LADIES_SP,3.50,0.50,0,0,0,2015-10-29
FCSp4,GPCAN_1516,Alena LEONOVA,LADIES_SP,3.20,0.50,0,0,0,2015-10-29
LSp4,GPCAN_1516,Alena LEONOVA,LADIES_SP,2.70,0.36,0,0,0,2015-10-29
CCoSp2p2,GPCAN_1516,Alena LEONOVA,LADIES_SP,2.00,0.14,0,0,0,2015-10-29
LSp3,GPCAN_1516,Isabelle OLSSON,LADIES_SP,2.40,0.00,0,0,0,2015-10-29
FCSp4,GPCAN_1516,Isabelle OLSSON,LADIES_SP,3.20,0.36,0,0,0,2015-10-29
CCoSp3p3,GPCAN_1516,Isabelle OLSSON,LADIES_SP,3.00,0.21,0,0,0,2015-10-29
CCoSp3p3,GPCAN_1516,Elizabet TURSYNBAEVA,LADIES_SP,3.00,0.50,0,0,0,2015-10-29
FCSp3,GPCAN_1516,Elizabet TURSYNBAEVA,LADIES_SP,2.80,0.00,0,0,0,2015-10-29
LSp4,GPCAN_1516,Elizabet TURSYNBAEVA,LADIES_SP,2.70,1.00,0,0,0,2015-10-29
FSSp4,GPCAN_1516,Elizaveta TUKTAMYSHEVA,LADIES_FS,3.00,0.29,0,0,0,2015-10-29
LSp4,GPCAN_1516,Elizaveta TUKTAMYSHEVA,LADIES_FS,2.70,0.71,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Elizaveta TUKTAMYSHEVA,LADIES_FS,3.50,0.64,0,0,0,2015-10-29
FSSp3,GPCAN_1516,Ashley WAGNER,LADIES_FS,2.60,0.57,0,0,0,2015-10-29
CCoSp3p3,GPCAN_1516,Ashley WAGNER,LADIES_FS,3.00,0.50,0,0,0,2015-10-29
FCCoSp3p3,GPCAN_1516,Ashley WAGNER,LADIES_FS,3.00,0.71,0,0,0,2015-10-29
LSp3,GPCAN_1516,Gabrielle DALEMAN,LADIES_FS,2.40,0.29,0,0,0,2015-10-29
FCSp3,GPCAN_1516,Gabrielle DALEMAN,LADIES_FS,2.80,0.36,0,0,0,2015-10-29
CCoSp3p3,GPCAN_1516,Gabrielle DALEMAN,LADIES_FS,3.00,0.57,0,0,0,2015-10-29
FCSp4,GPCAN_1516,Elizabet TURSYNBAEVA,LADIES_FS,3.20,0.07,0,0,0,2015-10-29
CCoSp3p3,GPCAN_1516,Elizabet TURSYNBAEVA,LADIES_FS,3.00,0.36,0,0,0,2015-10-29
FCCoSp3p4,GPCAN_1516,Elizabet TURSYNBAEVA,LADIES_FS,3.50,0.86,0,0,0,2015-10-29
CCoSp2p2,GPCAN_1516,Polina EDMUNDS,LADIES_FS,2.00,0.57,0,0,0,2015-10-29
FCSp3,GPCAN_1516,Polina EDMUNDS,LADIES_FS,2.80,0.64,0,0,0,2015-10-29
LSp3,GPCAN_1516,Polina EDMUNDS,LADIES_FS,2.40,0.64,0,0,0,2015-10-29
FCSp4,GPCAN_1516,Kanako MURAKAMI,LADIES_FS,3.20,0.36,0,0,0,2015-10-29
CCoSp3p2,GPCAN_1516,Kanako MURAKAMI,LADIES_FS,2.50,0.43,0,0,0,2015-10-29
LSp4,GPCAN_1516,Kanako MURAKAMI,LADIES_FS,2.70,0.50,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Yuka NAGAI,LADIES_FS,3.50,0.21,0,0,0,2015-10-29
LSp3,GPCAN_1516,Yuka NAGAI,LADIES_FS,2.40,0.24,0,0,0,2015-10-29
FCCoSp3p4,GPCAN_1516,Yuka NAGAI,LADIES_FS,3.50,0.36,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Alena LEONOVA,LADIES_FS,3.50,0.36,0,0,0,2015-10-29
FCSp1,GPCAN_1516,Alena LEONOVA,LADIES_FS,1.90,0.14,0,0,0,2015-10-29
FCCoSp3p4,GPCAN_1516,Alena LEONOVA,LADIES_FS,3.50,0.14,0,0,0,2015-10-29
FCCoSp3p4,GPCAN_1516,Veronik MALLET,LADIES_FS,3.50,0.43,0,0,0,2015-10-29
FSSp3,GPCAN_1516,Veronik MALLET,LADIES_FS,2.60,0.36,0,0,0,2015-10-29
CCoSp3p3,GPCAN_1516,Veronik MALLET,LADIES_FS,3.00,0.43,0,0,0,2015-10-29
FCCoSp3p4,GPCAN_1516,Joshi HELGESSON,LADIES_FS,3.50,0.00,0,0,0,2015-10-29
CSp3,GPCAN_1516,Joshi HELGESSON,LADIES_FS,2.30,0.50,0,0,0,2015-10-29
CCoSp3p3,GPCAN_1516,Joshi HELGESSON,LADIES_FS,3.00,0.36,0,0,0,2015-10-29
FCSp3,GPCAN_1516,Isabelle OLSSON,LADIES_FS,2.80,0.21,0,0,0,2015-10-29
LSpB,GPCAN_1516,Isabelle OLSSON,LADIES_FS,1.20,0.00,0,0,0,2015-10-29
CCoSp3p4,GPCAN_1516,Isabelle OLSSON,LADIES_FS,3.50,0.36,0,0,0,2015-10-29
FCCoSp3p4,GPCAN_1516,Kaetlyn OSMOND,LADIES_FS,3.50,0.57,0,0,0,2015-10-29
LSp4,GPCAN_1516,Kaetlyn OSMOND,LADIES_FS,2.70,0.79,0,0,0,2015-10-29
CCoSp3p3,GPCAN_1516,Kaetlyn OSMOND,LADIES_FS,3.00,0.57,0,0,0,2015-10-29
FUSp4,WC_1617,Javier FERNANDEZ,MEN_SP,2.90,0.36,0,0,0,2017-03-29
CCoSp4,WC_1617,Javier FERNANDEZ,MEN_SP,3.50,1.00,0,0,0,2017-03-29
CSSp4,WC_1617,Javier FERNANDEZ,MEN_SP,3.00,0.86,0,0,0,2017-03-29
FCSp4,WC_1617,Shoma UNO,MEN_SP,3.20,0.93,0,0,0,2017-03-29
CSSp4,WC_1617,Shoma UNO,MEN_SP,3.00,0.57,0,0,0,2017-03-29
CCoSp4,WC_1617,Shoma UNO,MEN_SP,3.50,1.07,0,0,0,2017-03-29
FSSp4,WC_1617,Patrick CHAN,MEN_SP,3.00,1.07,0,0,0,2017-03-29
CCSp3,WC_1617,Patrick CHAN,MEN_SP,2.80,1.07,0,0,0,2017-03-29
CCoSp4,WC_1617,Patrick CHAN,MEN_SP,3.50,1.14,0,0,0,2017-03-29
FCSp4,WC_1617,Boyang JIN,MEN_SP,3.20,0.50,0,0,0,2017-03-29
CSSp4,WC_1617,Boyang JIN,MEN_SP,3.00,0.71,0,0,0,2017-03-29
CCoSp4,WC_1617,Boyang JIN,MEN_SP,3.50,0.57,0,0,0,2017-03-29
FCSp4,WC_1617,Yuzuru HANYU,MEN_SP,3.20,1.00,0,0,0,2017-03-29
CSSp4,WC_1617,Yuzuru HANYU,MEN_SP,3.00,1.14,0,0,0,2017-03-29
CCoSp4,WC_1617,Yuzuru HANYU,MEN_SP,3.50,1.21,0,0,0,2017-03-29
CCSp4,WC_1617,Nathan CHEN,MEN_SP,3.20,0.57,0,0,0,2017-03-29
FSSp3,WC_1617,Nathan CHEN,MEN_SP,2.60,0.79,0,0,0,2017-03-29
CCoSp4,WC_1617,Nathan CHEN,MEN_SP,3.50,1.00,0,0,0,2017-03-29
FSSp4,WC_1617,Mikhail KOLYADA,MEN_SP,3.00,0.71,0,0,0,2017-03-29
CCSp4,WC_1617,Mikhail KOLYADA,MEN_SP,3.20,1.00,0,0,0,2017-03-29
CCoSp4,WC_1617,Mikhail KOLYADA,MEN_SP,3.50,0.86,0,0,0,2017-03-29
FSSp4,WC_1617,Jason BROWN,MEN_SP,3.00,1.00,0,0,0,2017-03-29
CCSp4,WC_1617,Jason BROWN,MEN_SP,3.20,1.50,0,0,0,2017-03-29
CCoSp4,WC_1617,Jason BROWN,MEN_SP,3.50,1.00,0,0,0,2017-03-29
CCSp4,WC_1617,Denis TEN,MEN_SP,3.20,0.31,0,0,0,2017-03-29
FSSp4,WC_1617,Denis TEN,MEN_SP,3.00,0.64,0,0,0,2017-03-29
CCoSp4,WC_1617,Denis TEN,MEN_SP,3.50,0.50,0,0,0,2017-03-29
FCSp4,WC_1617,Maxim KOVTUN,MEN_SP,3.20,0.50,0,0,0,2017-03-29
CCoSp4,WC_1617,Maxim KOVTUN,MEN_SP,3.50,0.71,0,0,0,2017-03-29
CSSp4,WC_1617,Maxim KOVTUN,MEN_SP,3.00,0.50,0,0,0,2017-03-29
CCoSp4,WC_1617,Alexei BYCHENKO,MEN_SP,3.50,0.36,0,0,0,2017-03-29
FCSp3,WC_1617,Alexei BYCHENKO,MEN_SP,2.80,0.29,0,0,0,2017-03-29
CSSp4,WC_1617,Alexei BYCHENKO,MEN_SP,3.00,0.21,0,0,0,2017-03-29
CCSp3,WC_1617,Kevin REYNOLDS,MEN_SP,2.80,0.29,0,0,0,2017-03-29
FUSp4,WC_1617,Kevin REYNOLDS,MEN_SP,2.90,0.43,0,0,0,2017-03-29
CCoSp3,WC_1617,Kevin REYNOLDS,MEN_SP,3.00,0.79,0,0,0,2017-03-29
CCSp4,WC_1617,Brendan KERRY,MEN_SP,3.20,0.50,0,0,0,2017-03-29
FSSp4,WC_1617,Brendan KERRY,MEN_SP,3.00,0.50,0,0,0,2017-03-29
CCoSp4,WC_1617,Brendan KERRY,MEN_SP,3.50,0.50,0,0,0,2017-03-29
CCoSp4,WC_1617,Deniss VASILJEVS,MEN_SP,3.50,0.57,0,0,0,2017-03-29
CCSp4,WC_1617,Deniss VASILJEVS,MEN_SP,3.20,0.71,0,0,0,2017-03-29
FSSp4,WC_1617,Deniss VASILJEVS,MEN_SP,3.00,1.00,0,0,0,2017-03-29
CCSp3,WC_1617,Michal BREZINA,MEN_SP,2.80,0.50,0,0,0,2017-03-29
FSSp4,WC_1617,Michal BREZINA,MEN_SP,3.00,0.64,0,0,0,2017-03-29
CCoSp3,WC_1617,Michal BREZINA,MEN_SP,3.00,0.50,0,0,0,2017-03-29
CCSp3,WC_1617,Misha GE,MEN_SP,2.80,0.43,0,0,0,2017-03-29
FSSp4,WC_1617,Misha GE,MEN_SP,3.00,0.57,0,0,0,2017-03-29
CCoSp4,WC_1617,Misha GE,MEN_SP,3.50,1.00,0,0,0,2017-03-29
FCSp4,WC_1617,Chafik BESSEGHIER,MEN_SP,3.20,0.07,0,0,0,2017-03-29
CCoSp4,WC_1617,Chafik BESSEGHIER,MEN_SP,3.50,0.50,0,0,0,2017-03-29
CSSp4,WC_1617,Chafik BESSEGHIER,MEN_SP,3.00,0.43,0,0,0,2017-03-29
FCSp4,WC_1617,Alexander MAJOROV,MEN_SP,3.20,0.36,0,0,0,2017-03-29
CSSp4,WC_1617,Alexander MAJOROV,MEN_SP,3.00,0.57,0,0,0,2017-03-29
CCoSp3,WC_1617,Alexander MAJOROV,MEN_SP,3.00,-0.39,0,0,0,2017-03-29
FCSp4,WC_1617,Moris KVITELASHVILI,MEN_SP,3.20,0.21,0,0,0,2017-03-29
CSSp4,WC_1617,Moris KVITELASHVILI,MEN_SP,3.00,0.36,0,0,0,2017-03-29
CCoSp3,WC_1617,Moris KVITELASHVILI,MEN_SP,3.00,0.50,0,0,0,2017-03-29
FCSp4,WC_1617,Paul FENTZ,MEN_SP,3.20,0.50,0,0,0,2017-03-29
CSSp3,WC_1617,Paul FENTZ,MEN_SP,2.60,0.07,0,0,0,2017-03-29
CCoSp4,WC_1617,Paul FENTZ,MEN_SP,3.50,0.29,0,0,0,2017-03-29
CSSp3,WC_1617,Jorik HENDRICKX,MEN_SP,2.60,0.50,0,0,0,2017-03-29
CCoSp3,WC_1617,Jorik HENDRICKX,MEN_SP,3.00,0.93,0,0,0,2017-03-29
FCSp4,WC_1617,Jorik HENDRICKX,MEN_SP,3.20,0.86,0,0,0,2017-03-29
CSSp4,WC_1617,Keiji TANAKA,MEN_SP,3.00,0.43,0,0,0,2017-03-29
FCSp4,WC_1617,Keiji TANAKA,MEN_SP,3.20,0.36,0,0,0,2017-03-29
CCoSp4,WC_1617,Keiji TANAKA,MEN_SP,3.50,0.50,0,0,0,2017-03-29
FSSp4,WC_1617,Julian Zhi Jie YEE,MEN_SP,3.00,0.43,0,0,0,2017-03-29
CCSp4,WC_1617,Julian Zhi Jie YEE,MEN_SP,3.20,-0.10,0,0,0,2017-03-29
CCoSp4,WC_1617,Julian Zhi Jie YEE,MEN_SP,3.50,0.07,0,0,0,2017-03-29
CCSp3,WC_1617,Michael Christian MARTINEZ,MEN_SP,2.80,0.57,0,0,0,2017-03-29
FSSp2,WC_1617,Michael Christian MARTINEZ,MEN_SP,2.30,-0.47,0,0,0,2017-03-29
CCoSp3,WC_1617,Michael Christian MARTINEZ,MEN_SP,3.00,0.71,0,0,0,2017-03-29
FCSp4,WC_1617,Ivan PAVLOV,MEN_SP,3.20,0.43,0,0,0,2017-03-29
CSSp4,WC_1617,Ivan PAVLOV,MEN_SP,3.00,0.21,0,0,0,2017-03-29
CCoSp4,WC_1617,Ivan PAVLOV,MEN_SP,3.50,0.43,0,0,0,2017-03-29
CCoSp4,WC_1617,Jinseo KIM,MEN_SP,3.50,0.43,0,0,0,2017-03-29
CSSp4,WC_1617,Jinseo KIM,MEN_SP,3.00,0.21,0,0,0,2017-03-29
FCSp4,WC_1617,Jinseo KIM,MEN_SP,3.20,0.43,0,0,0,2017-03-29
FCSp3,WC_1617,Javier RAYA,MEN_SP,2.80,0.43,0,0,0,2017-03-29
CSSp4,WC_1617,Javier RAYA,MEN_SP,3.00,0.64,0,0,0,2017-03-29
CCoSp4,WC_1617,Javier RAYA,MEN_SP,3.50,0.50,0,0,0,2017-03-29
FCSp4,WC_1617,Stephane WALKER,MEN_SP,3.20,1.00,0,0,0,2017-03-29
CCoSp4,WC_1617,Stephane WALKER,MEN_SP,3.50,0.79,0,0,0,2017-03-29
CSSp4,WC_1617,Stephane WALKER,MEN_SP,3.00,0.86,0,0,0,2017-03-29
FCSp4,WC_1617,Igor REZNICHENKO,MEN_SP,3.20,0.07,0,0,0,2017-03-29
CCoSp4,WC_1617,Igor REZNICHENKO,MEN_SP,3.50,0.36,0,0,0,2017-03-29
CSSp4,WC_1617,Igor REZNICHENKO,MEN_SP,3.00,0.07,0,0,0,2017-03-29
FCSp2,WC_1617,Matteo RIZZO,MEN_SP,2.30,0.00,0,0,0,2017-03-29
CSSp4,WC_1617,Matteo RIZZO,MEN_SP,3.00,0.07,0,0,0,2017-03-29
CCoSp4,WC_1617,Matteo RIZZO,MEN_SP,3.50,0.14,0,0,0,2017-03-29
FCSp3,WC_1617,Graham NEWBERRY,MEN_SP,2.80,0.50,0,0,0,2017-03-29
CSSp4,WC_1617,Graham NEWBERRY,MEN_SP,3.00,-0.17,0,0,0,2017-03-29
CCoSp2,WC_1617,Graham NEWBERRY,MEN_SP,2.00,-0.26,1,0,1,2017-03-29
CCSp4,WC_1617,Chih-I TSAO,MEN_SP,3.20,0.57,0,0,0,2017-03-29
FSSp4,WC_1617,Chih-I TSAO,MEN_SP,3.00,0.07,0,0,0,2017-03-29
