element,comp_id,skater_fullname,event,bv,goe,failed_req,invalid,num_spin_errors,date
CCoSp4,WC_1011,Patrick CHAN,MEN_SP,3.50,0.93,0,0,0,2011-04-25
FSSp4,WC_1011,Patrick CHAN,MEN_SP,3.00,1.00,0,0,0,2011-04-25
CCSp3,WC_1011,Patrick CHAN,MEN_SP,2.80,0.64,0,0,0,2011-04-25
FCSp4,WC_1011,Nobunari ODA,MEN_SP,3.20,0.36,0,0,0,2011-04-25
CCoSp2,WC_1011,Nobunari ODA,MEN_SP,2.50,0.86,0,0,0,2011-04-25
CSSp4,WC_1011,Nobunari ODA,MEN_SP,3.00,0.71,0,0,0,2011-04-25
FUSp3,WC_1011,Daisuke TAKAHASHI,MEN_SP,2.40,0.50,0,0,0,2011-04-25
CCSp3,WC_1011,Daisuke TAKAHASHI,MEN_SP,2.80,0.21,0,0,0,2011-04-25
CCoSp3,WC_1011,Daisuke TAKAHASHI,MEN_SP,3.00,0.71,0,0,0,2011-04-25
CSSp4,WC_1011,Artur GACHINSKI,MEN_SP,3.00,0.43,0,0,0,2011-04-25
FCSp3,WC_1011,Artur GACHINSKI,MEN_SP,2.80,0.50,0,0,0,2011-04-25
CCoSp2,WC_1011,Artur GACHINSKI,MEN_SP,2.50,0.43,0,0,0,2011-04-25
FCSp3,WC_1011,Florent AMODIO,MEN_SP,2.80,0.36,0,0,0,2011-04-25
CCoSp4,WC_1011,Florent AMODIO,MEN_SP,3.50,0.71,0,0,0,2011-04-25
CSSp4,WC_1011,Florent AMODIO,MEN_SP,3.00,0.79,0,0,0,2011-04-25
FSSp4,WC_1011,Takahiko KOZUKA,MEN_SP,3.00,0.64,0,0,0,2011-04-25
CCSp4,WC_1011,Takahiko KOZUKA,MEN_SP,3.20,0.29,0,0,0,2011-04-25
CCoSp4,WC_1011,Takahiko KOZUKA,MEN_SP,3.50,0.93,0,0,0,2011-04-25
FSSp4,WC_1011,Michal BREZINA,MEN_SP,3.00,0.50,0,0,0,2011-04-25
CCSp4,WC_1011,Michal BREZINA,MEN_SP,3.20,0.43,0,0,0,2011-04-25
CCoSp4,WC_1011,Michal BREZINA,MEN_SP,3.50,0.50,0,0,0,2011-04-25
FUSp4,WC_1011,Tomas VERNER,MEN_SP,2.90,0.29,0,0,0,2011-04-25
CCoSp3,WC_1011,Tomas VERNER,MEN_SP,3.00,0.64,0,0,0,2011-04-25
CSSp4,WC_1011,Tomas VERNER,MEN_SP,3.00,0.64,0,0,0,2011-04-25
FUSp3,WC_1011,Brian JOUBERT,MEN_SP,2.40,0.14,0,0,0,2011-04-25
CCoSp3,WC_1011,Brian JOUBERT,MEN_SP,3.00,0.43,0,0,0,2011-04-25
CSSp4,WC_1011,Brian JOUBERT,MEN_SP,3.00,0.64,0,0,0,2011-04-25
CCoSp4,WC_1011,Denis TEN,MEN_SP,3.50,0.64,0,0,0,2011-04-25
CSSp4,WC_1011,Denis TEN,MEN_SP,3.00,0.07,0,0,0,2011-04-25
FCSp4,WC_1011,Denis TEN,MEN_SP,3.20,0.00,0,0,0,2011-04-25
CSSp4,WC_1011,Richard DORNBUSH,MEN_SP,3.00,0.79,0,0,0,2011-04-25
FCSp4,WC_1011,Richard DORNBUSH,MEN_SP,3.20,0.64,0,0,0,2011-04-25
CCoSp4,WC_1011,Richard DORNBUSH,MEN_SP,3.50,0.86,0,0,0,2011-04-25
CCSp3,WC_1011,Ryan BRADLEY,MEN_SP,2.80,0.29,0,0,0,2011-04-25
FSSp4,WC_1011,Ryan BRADLEY,MEN_SP,3.00,0.14,0,0,0,2011-04-25
CCoSp4,WC_1011,Ryan BRADLEY,MEN_SP,3.50,0.07,0,0,0,2011-04-25
CCoSp4,WC_1011,Ross MINER,MEN_SP,3.50,0.57,0,0,0,2011-04-25
FUSp3,WC_1011,Ross MINER,MEN_SP,2.40,-0.01,0,0,0,2011-04-25
CSSp4,WC_1011,Ross MINER,MEN_SP,3.00,0.57,0,0,0,2011-04-25
FSSp2,WC_1011,Javier FERNANDEZ,MEN_SP,2.30,0.29,0,0,0,2011-04-25
CCoSp3,WC_1011,Javier FERNANDEZ,MEN_SP,3.00,0.29,0,0,0,2011-04-25
CCSp3,WC_1011,Javier FERNANDEZ,MEN_SP,2.80,-0.21,0,0,0,2011-04-25
CCoSp3,WC_1011,Kevin VAN DER PERREN,MEN_SP,3.00,0.43,0,0,0,2011-04-25
CCSp3,WC_1011,Kevin VAN DER PERREN,MEN_SP,2.80,-0.13,0,0,0,2011-04-25
FSSp4,WC_1011,Kevin VAN DER PERREN,MEN_SP,3.00,0.14,0,0,0,2011-04-25
FCSp2,WC_1011,Peter LIEBERS,MEN_SP,2.30,0.00,0,0,0,2011-04-25
CSSp3,WC_1011,Peter LIEBERS,MEN_SP,2.60,0.36,0,0,0,2011-04-25
CCoSp3,WC_1011,Peter LIEBERS,MEN_SP,3.00,0.43,0,0,0,2011-04-25
FCSp2,WC_1011,Anton KOVALEVSKI,MEN_SP,2.30,-0.09,0,0,0,2011-04-25
CCoSp4,WC_1011,Anton KOVALEVSKI,MEN_SP,3.50,0.36,0,0,0,2011-04-25
CSSp4,WC_1011,Anton KOVALEVSKI,MEN_SP,3.00,0.64,0,0,0,2011-04-25
FSSp4,WC_1011,Samuel CONTESTI,MEN_SP,3.00,0.29,0,0,0,2011-04-25
CCSp2,WC_1011,Samuel CONTESTI,MEN_SP,2.30,-0.34,0,0,0,2011-04-25
CCoSp3,WC_1011,Samuel CONTESTI,MEN_SP,3.00,0.21,0,0,0,2011-04-25
FUSp3,WC_1011,Kevin REYNOLDS,MEN_SP,2.40,0.21,0,0,0,2011-04-25
CSSp2,WC_1011,Kevin REYNOLDS,MEN_SP,2.30,0.00,0,0,0,2011-04-25
CCoSp4,WC_1011,Kevin REYNOLDS,MEN_SP,3.50,0.50,0,0,0,2011-04-25
FCSp3,WC_1011,Nan SONG,MEN_SP,2.80,-0.04,0,0,0,2011-04-25
CSSp4,WC_1011,Nan SONG,MEN_SP,3.00,0.29,0,0,0,2011-04-25
CCoSp3,WC_1011,Nan SONG,MEN_SP,3.00,0.14,0,0,0,2011-04-25
CSSp4,WC_1011,Joey RUSSELL,MEN_SP,3.00,0.14,0,0,0,2011-04-25
FCSp3,WC_1011,Joey RUSSELL,MEN_SP,2.80,0.29,0,0,0,2011-04-25
CCoSp4,WC_1011,Joey RUSSELL,MEN_SP,3.50,0.36,0,0,0,2011-04-25
CSSp4,WC_1011,Jorik HENDRICKX,MEN_SP,3.00,0.36,0,0,0,2011-04-25
CCoSp4,WC_1011,Jorik HENDRICKX,MEN_SP,3.50,0.57,0,0,0,2011-04-25
FCSp4,WC_1011,Jorik HENDRICKX,MEN_SP,3.20,0.21,0,0,0,2011-04-25
FCSp2,WC_1011,Paolo BACCHINI,MEN_SP,2.30,0.00,0,0,0,2011-04-25
CSSp3,WC_1011,Paolo BACCHINI,MEN_SP,2.60,0.00,0,0,0,2011-04-25
CCoSp4,WC_1011,Paolo BACCHINI,MEN_SP,3.50,0.57,0,0,0,2011-04-25
FUSp3,WC_1011,Kim LUCINE,MEN_SP,2.40,0.00,0,0,0,2011-04-25
CSSp4,WC_1011,Kim LUCINE,MEN_SP,3.00,0.07,0,0,0,2011-04-25
CCoSp4,WC_1011,Kim LUCINE,MEN_SP,3.50,0.14,0,0,0,2011-04-25
FCSp1,WC_1011,Adrian SCHULTHEISS,MEN_SP,1.90,0.29,0,0,0,2011-04-25
CCoSp2,WC_1011,Adrian SCHULTHEISS,MEN_SP,2.50,0.50,0,0,0,2011-04-25
CSSp3,WC_1011,Adrian SCHULTHEISS,MEN_SP,2.60,0.14,0,0,0,2011-04-25
CCSp4,WC_1011,Viktor PFEIFER,MEN_SP,3.20,0.29,0,0,0,2011-04-25
CCoSp4,WC_1011,Viktor PFEIFER,MEN_SP,3.50,0.14,0,0,0,2011-04-25
FSSp3,WC_1011,Viktor PFEIFER,MEN_SP,2.60,-0.13,0,0,0,2011-04-25
FCSp3,WC_1011,Min-Seok KIM,MEN_SP,2.80,0.07,0,0,0,2011-04-25
CSSp4,WC_1011,Min-Seok KIM,MEN_SP,3.00,0.29,0,0,0,2011-04-25
CCoSp4,WC_1011,Min-Seok KIM,MEN_SP,3.50,0.29,0,0,0,2011-04-25
CSSp4,WC_1011,Alexander MAJOROV,MEN_SP,3.00,0.57,0,0,0,2011-04-25
FCSp3,WC_1011,Alexander MAJOROV,MEN_SP,2.80,0.00,0,0,0,2011-04-25
CCoSp4,WC_1011,Alexander MAJOROV,MEN_SP,3.50,0.43,0,0,0,2011-04-25
FCSp1,WC_1011,Maxim SHIPOV,MEN_SP,1.90,0.00,0,0,0,2011-04-25
CCoSp4,WC_1011,Maxim SHIPOV,MEN_SP,3.50,-0.17,0,0,0,2011-04-25
CSSp3,WC_1011,Maxim SHIPOV,MEN_SP,2.60,0.21,0,0,0,2011-04-25
CSSp2,WC_1011,Misha GE,MEN_SP,2.30,0.00,0,0,0,2011-04-25
CCoSp2,WC_1011,Misha GE,MEN_SP,2.50,0.14,0,0,0,2011-04-25
FCSp1,WC_1011,Misha GE,MEN_SP,1.90,-0.21,0,0,0,2011-04-25
FSSp4,WC_1011,Patrick CHAN,MEN_FS,3.00,1.00,0,0,0,2011-04-25
CSSp3,WC_1011,Patrick CHAN,MEN_FS,2.60,1.07,0,0,0,2011-04-25
CCoSp4,WC_1011,Patrick CHAN,MEN_FS,3.50,1.14,0,0,0,2011-04-25
CCoSp4,WC_1011,Takahiko KOZUKA,MEN_FS,3.50,0.64,0,0,0,2011-04-25
FSSp4,WC_1011,Takahiko KOZUKA,MEN_FS,3.00,0.79,0,0,0,2011-04-25
FCCoSp4,WC_1011,Takahiko KOZUKA,MEN_FS,3.50,1.00,0,0,0,2011-04-25
FCSp3,WC_1011,Artur GACHINSKI,MEN_FS,2.80,0.64,0,0,0,2011-04-25
CSSp3,WC_1011,Artur GACHINSKI,MEN_FS,2.60,0.71,0,0,0,2011-04-25
CCoSp3,WC_1011,Artur GACHINSKI,MEN_FS,3.00,0.43,0,0,0,2011-04-25
FUSp3,WC_1011,Brian JOUBERT,MEN_FS,2.40,0.14,0,0,0,2011-04-25
CSSp1,WC_1011,Brian JOUBERT,MEN_FS,1.90,0.07,0,0,0,2011-04-25
CCoSp1,WC_1011,Brian JOUBERT,MEN_FS,2.00,0.64,0,0,0,2011-04-25
FSSp4,WC_1011,Michal BREZINA,MEN_FS,3.00,0.29,0,0,0,2011-04-25
FCSSp3,WC_1011,Michal BREZINA,MEN_FS,2.60,0.21,0,0,0,2011-04-25
CCoSp4,WC_1011,Michal BREZINA,MEN_FS,3.50,0.36,0,0,0,2011-04-25
FCCoSp4,WC_1011,Daisuke TAKAHASHI,MEN_FS,3.50,0.29,0,0,0,2011-04-25
CCoSp3,WC_1011,Daisuke TAKAHASHI,MEN_FS,3.00,0.07,0,0,0,2011-04-25
FCUSp2,WC_1011,Daisuke TAKAHASHI,MEN_FS,2.00,0.79,0,0,0,2011-04-25
FSSp3,WC_1011,Florent AMODIO,MEN_FS,2.60,0.50,0,0,0,2011-04-25
CCoSp3,WC_1011,Florent AMODIO,MEN_FS,3.00,0.71,0,0,0,2011-04-25
CSSp2,WC_1011,Florent AMODIO,MEN_FS,2.30,0.50,0,0,0,2011-04-25
FCoSp3,WC_1011,Richard DORNBUSH,MEN_FS,2.50,0.10,0,0,0,2011-04-25
CSSp4,WC_1011,Richard DORNBUSH,MEN_FS,3.00,0.71,0,0,0,2011-04-25
CCoSp4,WC_1011,Richard DORNBUSH,MEN_FS,3.50,0.71,0,0,0,2011-04-25
FCCoSp3,WC_1011,Nobunari ODA,MEN_FS,3.00,0.14,0,0,0,2011-04-25
FSSp4,WC_1011,Nobunari ODA,MEN_FS,3.00,0.29,0,0,0,2011-04-25
CCoSp4,WC_1011,Nobunari ODA,MEN_FS,3.50,0.79,0,0,0,2011-04-25
FSSp3,WC_1011,Javier FERNANDEZ,MEN_FS,2.60,0.21,0,0,0,2011-04-25
CSSp3,WC_1011,Javier FERNANDEZ,MEN_FS,2.60,0.14,0,0,0,2011-04-25
CCoSp2,WC_1011,Javier FERNANDEZ,MEN_FS,2.50,-0.09,0,0,0,2011-04-25
FCCoSp3,WC_1011,Ross MINER,MEN_FS,3.00,0.29,0,0,0,2011-04-25
FSSp4,WC_1011,Ross MINER,MEN_FS,3.00,0.50,0,0,0,2011-04-25
CCoSp3,WC_1011,Ross MINER,MEN_FS,3.00,0.07,0,0,0,2011-04-25
FSSp4,WC_1011,Ryan BRADLEY,MEN_FS,3.00,0.50,0,0,0,2011-04-25
FCSp4,WC_1011,Ryan BRADLEY,MEN_FS,3.20,0.57,0,0,0,2011-04-25
CCoSp3,WC_1011,Ryan BRADLEY,MEN_FS,3.00,0.21,0,0,0,2011-04-25
FCoSp4,WC_1011,Tomas VERNER,MEN_FS,3.00,0.64,0,0,0,2011-04-25
CSSp3,WC_1011,Tomas VERNER,MEN_FS,2.60,0.36,0,0,0,2011-04-25
CCoSp4,WC_1011,Tomas VERNER,MEN_FS,3.50,0.50,0,0,0,2011-04-25
FSSp4,WC_1011,Denis TEN,MEN_FS,3.00,0.79,0,0,0,2011-04-25
FCCoSp4,WC_1011,Denis TEN,MEN_FS,3.50,0.86,0,0,0,2011-04-25
CCoSp4,WC_1011,Denis TEN,MEN_FS,3.50,0.93,0,0,0,2011-04-25
FCSSp3,WC_1011,Peter LIEBERS,MEN_FS,2.60,0.29,0,0,0,2011-04-25
CCoSp3,WC_1011,Peter LIEBERS,MEN_FS,3.00,0.00,0,0,0,2011-04-25
FCCoSp4,WC_1011,Peter LIEBERS,MEN_FS,3.50,0.00,0,0,0,2011-04-25
CSSp4,WC_1011,Anton KOVALEVSKI,MEN_FS,3.00,0.79,0,0,0,2011-04-25
FSSp2,WC_1011,Anton KOVALEVSKI,MEN_FS,2.30,0.43,0,0,0,2011-04-25
CCoSp4,WC_1011,Anton KOVALEVSKI,MEN_FS,3.50,0.64,0,0,0,2011-04-25
CCSp3,WC_1011,Samuel CONTESTI,MEN_FS,2.80,0.14,0,0,0,2011-04-25
CCoSp4,WC_1011,Samuel CONTESTI,MEN_FS,3.50,0.43,0,0,0,2011-04-25
FSSp4,WC_1011,Samuel CONTESTI,MEN_FS,3.00,0.07,0,0,0,2011-04-25
FCSSp4,WC_1011,Kevin VAN DER PERREN,MEN_FS,3.00,0.07,0,0,0,2011-04-25
FSSp3,WC_1011,Kevin VAN DER PERREN,MEN_FS,2.60,-0.30,0,0,0,2011-04-25
CCoSp3,WC_1011,Kevin VAN DER PERREN,MEN_FS,3.00,0.00,0,0,0,2011-04-25
FCSSp4,WC_1011,Jorik HENDRICKX,MEN_FS,3.00,0.71,0,0,0,2011-04-25
CCoSp4,WC_1011,Jorik HENDRICKX,MEN_FS,3.50,0.57,0,0,0,2011-04-25
FCSp4,WC_1011,Jorik HENDRICKX,MEN_FS,3.20,0.21,0,0,0,2011-04-25
FSSp4,WC_1011,Paolo BACCHINI,MEN_FS,3.00,0.50,0,0,0,2011-04-25
CSSp3,WC_1011,Paolo BACCHINI,MEN_FS,2.60,0.14,0,0,0,2011-04-25
CCoSp3,WC_1011,Paolo BACCHINI,MEN_FS,3.00,0.57,0,0,0,2011-04-25
CUSp3,WC_1011,Kevin REYNOLDS,MEN_FS,2.40,0.00,0,0,0,2011-04-25
FSSp3,WC_1011,Kevin REYNOLDS,MEN_FS,2.60,0.00,0,0,0,2011-04-25
CCoSp4,WC_1011,Kevin REYNOLDS,MEN_FS,3.50,0.50,0,0,0,2011-04-25
SSp3,WC_1011,Kim LUCINE,MEN_FS,2.10,0.21,0,0,0,2011-04-25
FSSp1,WC_1011,Kim LUCINE,MEN_FS,2.00,0.00,0,0,0,2011-04-25
CCoSp4,WC_1011,Kim LUCINE,MEN_FS,3.50,0.43,0,0,0,2011-04-25
CCoSp3,WC_1011,Nan SONG,MEN_FS,3.00,0.00,0,0,0,2011-04-25
FSSp3,WC_1011,Nan SONG,MEN_FS,2.60,0.07,0,0,0,2011-04-25
FCCoSp3,WC_1011,Nan SONG,MEN_FS,3.00,0.03,0,0,0,2011-04-25
FCSSp3,WC_1011,Joey RUSSELL,MEN_FS,2.60,0.07,0,0,0,2011-04-25
CSSp4,WC_1011,Joey RUSSELL,MEN_FS,3.00,0.14,0,0,0,2011-04-25
CCoSp4,WC_1011,Joey RUSSELL,MEN_FS,3.50,0.36,0,0,0,2011-04-25
FSSp4,WC_1011,Yuna KIM,LADIES_SP,3.00,0.71,0,0,0,2011-04-25
LSp4,WC_1011,Yuna KIM,LADIES_SP,2.70,1.29,0,0,0,2011-04-25
CCoSp4,WC_1011,Yuna KIM,LADIES_SP,3.50,1.14,0,0,0,2011-04-25
FSSp4,WC_1011,Miki ANDO,LADIES_SP,3.00,0.79,0,0,0,2011-04-25
CCoSp4,WC_1011,Miki ANDO,LADIES_SP,3.50,0.50,0,0,0,2011-04-25
LSp4,WC_1011,Miki ANDO,LADIES_SP,2.70,0.71,0,0,0,2011-04-25
FSSp4,WC_1011,Ksenia MAKAROVA,LADIES_SP,3.00,0.50,0,0,0,2011-04-25
CCoSp4,WC_1011,Ksenia MAKAROVA,LADIES_SP,3.50,0.64,0,0,0,2011-04-25
LSp3,WC_1011,Ksenia MAKAROVA,LADIES_SP,2.40,0.50,0,0,0,2011-04-25
FCSp4,WC_1011,Alissa CZISNY,LADIES_SP,3.20,0.71,0,0,0,2011-04-25
CCoSp4,WC_1011,Alissa CZISNY,LADIES_SP,3.50,1.14,0,0,0,2011-04-25
LSp4,WC_1011,Alissa CZISNY,LADIES_SP,2.70,1.21,0,0,0,2011-04-25
FSSp4,WC_1011,Alena LEONOVA,LADIES_SP,3.00,0.36,0,0,0,2011-04-25
LSp4,WC_1011,Alena LEONOVA,LADIES_SP,2.70,0.43,0,0,0,2011-04-25
CCoSp4,WC_1011,Alena LEONOVA,LADIES_SP,3.50,0.36,0,0,0,2011-04-25
FCSp4,WC_1011,Carolina KOSTNER,LADIES_SP,3.20,0.50,0,0,0,2011-04-25
LSp3,WC_1011,Carolina KOSTNER,LADIES_SP,2.40,0.43,0,0,0,2011-04-25
CCoSp4,WC_1011,Carolina KOSTNER,LADIES_SP,3.50,0.43,0,0,0,2011-04-25
CCoSp4,WC_1011,Mao ASADA,LADIES_SP,3.50,0.86,0,0,0,2011-04-25
FSSp4,WC_1011,Mao ASADA,LADIES_SP,3.00,0.57,0,0,0,2011-04-25
LSp4,WC_1011,Mao ASADA,LADIES_SP,2.70,0.71,0,0,0,2011-04-25
FCSp4,WC_1011,Rachael FLATT,LADIES_SP,3.20,0.36,0,0,0,2011-04-25
LSp3,WC_1011,Rachael FLATT,LADIES_SP,2.40,0.43,0,0,0,2011-04-25
CCoSp4,WC_1011,Rachael FLATT,LADIES_SP,3.50,0.57,0,0,0,2011-04-25
FSSp4,WC_1011,Kiira KORPI,LADIES_SP,3.00,0.71,0,0,0,2011-04-25
LSp3,WC_1011,Kiira KORPI,LADIES_SP,2.40,0.71,0,0,0,2011-04-25
CCoSp4,WC_1011,Kiira KORPI,LADIES_SP,3.50,1.00,0,0,0,2011-04-25
LSp4,WC_1011,Kanako MURAKAMI,LADIES_SP,2.70,0.50,0,0,0,2011-04-25
FSSp4,WC_1011,Kanako MURAKAMI,LADIES_SP,3.00,0.21,0,0,0,2011-04-25
CCoSp4,WC_1011,Kanako MURAKAMI,LADIES_SP,3.50,0.43,0,0,0,2011-04-25
FCSp4,WC_1011,Mae Berenice MEITE,LADIES_SP,3.20,0.50,0,0,0,2011-04-25
CCoSp4,WC_1011,Mae Berenice MEITE,LADIES_SP,3.50,0.00,0,0,0,2011-04-25
LSp4,WC_1011,Mae Berenice MEITE,LADIES_SP,2.70,0.50,0,0,0,2011-04-25
FCSp4,WC_1011,Sarah HECKEN,LADIES_SP,3.20,0.14,0,0,0,2011-04-25
LSp3,WC_1011,Sarah HECKEN,LADIES_SP,2.40,0.00,0,0,0,2011-04-25
CCoSp3,WC_1011,Sarah HECKEN,LADIES_SP,3.00,0.07,0,0,0,2011-04-25
LSp2,WC_1011,Cynthia PHANEUF,LADIES_SP,1.90,0.50,0,0,0,2011-04-25
FSSp4,WC_1011,Cynthia PHANEUF,LADIES_SP,3.00,0.50,0,0,0,2011-04-25
CCoSp4,WC_1011,Cynthia PHANEUF,LADIES_SP,3.50,0.50,0,0,0,2011-04-25
FSSp4,WC_1011,Amelie LACOSTE,LADIES_SP,3.00,0.29,0,0,0,2011-04-25
LSp1,WC_1011,Amelie LACOSTE,LADIES_SP,1.50,-0.30,0,0,0,2011-04-25
CCoSp4,WC_1011,Amelie LACOSTE,LADIES_SP,3.50,0.43,0,0,0,2011-04-25
FCSp3,WC_1011,Elene GEDEVANISHVILI,LADIES_SP,2.80,0.57,0,0,0,2011-04-25
CCoSp3,WC_1011,Elene GEDEVANISHVILI,LADIES_SP,3.00,0.29,0,0,0,2011-04-25
LSp2,WC_1011,Elene GEDEVANISHVILI,LADIES_SP,1.90,0.14,0,0,0,2011-04-25
FCSp4,WC_1011,Joshi HELGESSON,LADIES_SP,3.20,0.14,0,0,0,2011-04-25
LSp3,WC_1011,Joshi HELGESSON,LADIES_SP,2.40,0.07,0,0,0,2011-04-25
CCoSp4,WC_1011,Joshi HELGESSON,LADIES_SP,3.50,0.29,0,0,0,2011-04-25
LSp4,WC_1011,Ira VANNUT,LADIES_SP,2.70,0.21,0,0,0,2011-04-25
FCSp3,WC_1011,Ira VANNUT,LADIES_SP,2.80,0.29,0,0,0,2011-04-25
CCoSp4,WC_1011,Ira VANNUT,LADIES_SP,3.50,0.00,0,0,0,2011-04-25
FSSp4,WC_1011,Cheltzie LEE,LADIES_SP,3.00,0.00,0,0,0,2011-04-25
CCoSp3,WC_1011,Cheltzie LEE,LADIES_SP,3.00,0.07,0,0,0,2011-04-25
LSp3,WC_1011,Cheltzie LEE,LADIES_SP,2.40,0.00,0,0,0,2011-04-25
CCoSp4,WC_1011,Bingwa GENG,LADIES_SP,3.50,0.36,0,0,0,2011-04-25
FCSp4,WC_1011,Bingwa GENG,LADIES_SP,3.20,0.29,0,0,0,2011-04-25
LSp4,WC_1011,Bingwa GENG,LADIES_SP,2.70,0.93,0,0,0,2011-04-25
CCoSp4,WC_1011,Elena GLEBOVA,LADIES_SP,3.50,0.07,0,0,0,2011-04-25
FSSp4,WC_1011,Elena GLEBOVA,LADIES_SP,3.00,0.07,0,0,0,2011-04-25
LSp2,WC_1011,Elena GLEBOVA,LADIES_SP,1.90,0.50,0,0,0,2011-04-25
FSSp4,WC_1011,Jenna MCCORKELL,LADIES_SP,3.00,0.36,0,0,0,2011-04-25
CCoSp3,WC_1011,Jenna MCCORKELL,LADIES_SP,3.00,0.07,0,0,0,2011-04-25
LSp3,WC_1011,Jenna MCCORKELL,LADIES_SP,2.40,0.36,0,0,0,2011-04-25
FCSp3,WC_1011,Juulia TURKKILA,LADIES_SP,2.80,0.07,0,0,0,2011-04-25
CCoSp4,WC_1011,Juulia TURKKILA,LADIES_SP,3.50,0.50,0,0,0,2011-04-25
LSp3,WC_1011,Juulia TURKKILA,LADIES_SP,2.40,0.00,0,0,0,2011-04-25
FCSp4,WC_1011,Irina MOVCHAN,LADIES_SP,3.20,0.36,0,0,0,2011-04-25
LSp3,WC_1011,Irina MOVCHAN,LADIES_SP,2.40,0.00,0,0,0,2011-04-25
CCoSp3,WC_1011,Irina MOVCHAN,LADIES_SP,3.00,0.00,0,0,0,2011-04-25
LSp3,WC_1011,Viktoria HELGESSON,LADIES_SP,2.40,0.00,0,0,0,2011-04-25
FSSp4,WC_1011,Viktoria HELGESSON,LADIES_SP,3.00,-0.01,0,0,0,2011-04-25
CCoSp4,WC_1011,Viktoria HELGESSON,LADIES_SP,3.50,0.07,0,0,0,2011-04-25
LSp3,WC_1011,Sonia LAFUENTE,LADIES_SP,2.40,0.29,0,0,0,2011-04-25
FCSp3,WC_1011,Sonia LAFUENTE,LADIES_SP,2.80,0.03,0,0,0,2011-04-25
CCoSp4,WC_1011,Sonia LAFUENTE,LADIES_SP,3.50,0.21,0,0,0,2011-04-25
CCoSp4,WC_1011,Karina JOHNSON,LADIES_SP,3.50,0.00,0,0,0,2011-04-25
LSp2,WC_1011,Karina JOHNSON,LADIES_SP,1.90,-0.04,0,0,0,2011-04-25
FSSp4,WC_1011,Karina JOHNSON,LADIES_SP,3.00,0.14,0,0,0,2011-04-25
CCoSp4,WC_1011,Bettina HEIM,LADIES_SP,3.50,0.29,0,0,0,2011-04-25
LSp4,WC_1011,Bettina HEIM,LADIES_SP,2.70,0.43,0,0,0,2011-04-25
FCSp3,WC_1011,Bettina HEIM,LADIES_SP,2.80,0.00,0,0,0,2011-04-25
FSSp4,WC_1011,Dasa GRM,LADIES_SP,3.00,0.07,0,0,0,2011-04-25
CCoSp3,WC_1011,Dasa GRM,LADIES_SP,3.00,-0.17,0,0,0,2011-04-25
LSp2,WC_1011,Dasa GRM,LADIES_SP,1.90,0.00,0,0,0,2011-04-25
FSSp4,WC_1011,Belinda SCHOENBERGER,LADIES_SP,3.00,0.00,0,0,0,2011-04-25
CCoSp4,WC_1011,Belinda SCHOENBERGER,LADIES_SP,3.50,0.00,0,0,0,2011-04-25
LSp3,WC_1011,Belinda SCHOENBERGER,LADIES_SP,2.40,0.14,0,0,0,2011-04-25
FSSp1,WC_1011,Viktoria PAVUK,LADIES_SP,2.00,-0.09,0,0,0,2011-04-25
LSp2,WC_1011,Viktoria PAVUK,LADIES_SP,1.90,0.00,0,0,0,2011-04-25
CCoSp3,WC_1011,Viktoria PAVUK,LADIES_SP,3.00,0.29,0,0,0,2011-04-25
FSSp4,WC_1011,Miki ANDO,LADIES_FS,3.00,0.71,0,0,0,2011-04-25
CCoSp4,WC_1011,Miki ANDO,LADIES_FS,3.50,1.00,0,0,0,2011-04-25
FCCoSp4,WC_1011,Miki ANDO,LADIES_FS,3.50,1.00,0,0,0,2011-04-25
LSp4,WC_1011,Yuna KIM,LADIES_FS,2.70,0.93,0,0,0,2011-04-25
FSSp4,WC_1011,Yuna KIM,LADIES_FS,3.00,0.86,0,0,0,2011-04-25
CCoSp4,WC_1011,Yuna KIM,LADIES_FS,3.50,1.00,0,0,0,2011-04-25
FCCoSp3,WC_1011,Carolina KOSTNER,LADIES_FS,3.00,0.50,0,0,0,2011-04-25
CCoSp4,WC_1011,Carolina KOSTNER,LADIES_FS,3.50,0.57,0,0,0,2011-04-25
FCSp4,WC_1011,Carolina KOSTNER,LADIES_FS,3.20,0.57,0,0,0,2011-04-25
FSSp4,WC_1011,Alena LEONOVA,LADIES_FS,3.00,0.57,0,0,0,2011-04-25
CCoSp4,WC_1011,Alena LEONOVA,LADIES_FS,3.50,0.50,0,0,0,2011-04-25
FCCoSp3,WC_1011,Alena LEONOVA,LADIES_FS,3.00,0.57,0,0,0,2011-04-25
FCSp4,WC_1011,Alissa CZISNY,LADIES_FS,3.20,0.79,0,0,0,2011-04-25
CCoSp4,WC_1011,Alissa CZISNY,LADIES_FS,3.50,1.36,0,0,0,2011-04-25
LSp4,WC_1011,Alissa CZISNY,LADIES_FS,2.70,1.36,0,0,0,2011-04-25
CCoSp1,WC_1011,Mao ASADA,LADIES_FS,2.00,0.10,0,0,0,2011-04-25
FSSp4,WC_1011,Mao ASADA,LADIES_FS,3.00,0.64,0,0,0,2011-04-25
FCCoSp4,WC_1011,Mao ASADA,LADIES_FS,3.50,0.86,0,0,0,2011-04-25
FCSSp4,WC_1011,Kanako MURAKAMI,LADIES_FS,3.00,0.50,0,0,0,2011-04-25
LSp4,WC_1011,Kanako MURAKAMI,LADIES_FS,2.70,0.86,0,0,0,2011-04-25
